Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2015/2016,2015-10-24 00:00:00,E3,England,League 2,C Sarginson,Yeovil,Cambridge,2,3,A,1,3,A,3.36,3.53,2.25,3.2,3.6,2.3,3.1,3.3,2.25,3.0,3.25,2.2
2015/2016,2015-10-24 00:00:00,E3,England,League 2,N Miller,York,AFC Wimbledon,1,3,A,0,1,A,3.08,3.5,2.41,3.2,3.6,2.3,3.0,3.3,2.3,2.85,3.25,2.25
2015/2016,2015-10-24 00:00:00,I1,Italy,Serie A,,Carpi,Bologna,1,2,A,1,0,H,2.19,3.29,3.85,2.1,3.2,3.8,2.1,3.1,3.6,2.2,3.0,3.5
2015/2016,2015-10-24 00:00:00,I1,Italy,Serie A,,Empoli,Genoa,2,0,H,1,0,H,2.49,3.24,3.23,2.4,3.2,3.1,2.4,3.0,3.1,2.5,2.95,3.0
2015/2016,2015-10-24 00:00:00,I1,Italy,Serie A,,Palermo,Inter,1,1,D,0,0,D,3.94,3.47,2.09,4.0,3.3,2.0,3.6,3.3,2.05,3.9,3.4,2.05
2015/2016,2015-10-24 00:00:00,G1,Greece,Ethniki Katigoria,,AEK,Iraklis,5,1,H,2,0,H,1.51,4.06,8.49,1.44,3.8,9.0,1.48,3.8,7.5,1.44,4.1,7.25
2015/2016,2015-10-24 00:00:00,F1,France,Le Championnat,,Montpellier,Bastia,2,0,H,0,0,D,1.96,3.41,4.51,1.95,3.3,4.2,1.85,3.25,4.33,1.95,3.2,4.1
2015/2016,2015-10-24 00:00:00,E0,England,Premier League,L Mason,Arsenal,Everton,2,1,H,2,1,H,1.43,5.07,8.2,1.44,4.75,8.0,1.44,4.5,8.0,1.44,4.6,7.25
2015/2016,2015-10-24 00:00:00,E0,England,Premier League,N Swarbrick,Aston Villa,Swansea,1,2,A,0,0,D,3.09,3.22,2.59,3.0,3.3,2.6,2.9,3.1,2.62,2.7,3.2,2.6
2015/2016,2015-10-24 00:00:00,E0,England,Premier League,M Dean,Leicester,Crystal Palace,1,0,H,0,0,D,2.21,3.56,3.48,2.2,3.6,3.4,2.25,3.4,3.3,2.25,3.3,3.1
2015/2016,2015-10-24 00:00:00,G1,Greece,Ethniki Katigoria,,Kallonis,Levadeiakos,0,0,D,0,0,D,2.17,3.23,3.93,2.15,3.1,3.6,2.2,3.0,3.5,2.25,3.1,3.2
2015/2016,2015-10-24 00:00:00,D1,Germany,Bundesliga 1,,Leverkusen,Stuttgart,4,3,H,0,0,D,1.58,4.58,5.95,1.57,4.33,5.5,1.55,4.2,5.25,1.57,4.33,5.5
2015/2016,2015-10-24 00:00:00,E0,England,Premier League,M Atkinson,Stoke,Watford,0,2,A,0,1,A,2.1,3.38,4.03,2.1,3.3,4.0,2.1,3.2,4.0,2.1,3.25,3.5
2015/2016,2015-10-24 00:00:00,E0,England,Premier League,J Moss,West Ham,Chelsea,2,1,H,1,0,H,3.91,3.74,2.01,4.0,3.8,1.95,3.75,3.6,2.0,3.6,3.7,2.0
2015/2016,2015-10-24 00:00:00,E2,England,League 1,C Boyeson,Barnsley,Fleetwood Town,0,1,A,0,1,A,2.22,3.57,3.38,2.25,3.5,3.4,2.15,3.4,3.25,2.15,3.2,3.1
2015/2016,2015-10-24 00:00:00,P1,Portugal,Liga I,,Estoril,Rio Ave,2,2,D,0,1,A,2.28,3.28,3.56,2.2,3.1,3.5,2.15,3.1,3.5,2.15,3.1,3.4
2015/2016,2015-10-24 00:00:00,P1,Portugal,Liga I,,Guimaraes,Academica,1,1,D,1,0,H,1.76,3.71,5.35,1.7,3.6,5.0,1.73,3.5,5.0,1.75,3.25,5.0
2015/2016,2015-10-24 00:00:00,P1,Portugal,Liga I,,Maritimo,Pacos Ferreira,0,2,A,0,1,A,2.02,3.54,4.04,1.91,3.4,4.0,1.95,3.4,3.8,2.0,3.3,3.6
2015/2016,2015-10-24 00:00:00,N1,Netherlands,Eredivisie,,Graafschap,Heracles,0,1,A,0,0,D,3.21,3.78,2.23,3.0,3.6,2.2,3.0,3.6,2.15,3.25,3.5,2.05
2015/2016,2015-10-24 00:00:00,N1,Netherlands,Eredivisie,,Roda,Excelsior,1,2,A,1,1,D,1.79,3.88,4.75,1.67,4.1,4.0,1.8,3.6,4.2,1.8,3.6,4.0
2015/2016,2015-10-24 00:00:00,N1,Netherlands,Eredivisie,,Twente,PSV Eindhoven,1,3,A,0,0,D,4.55,4.1,1.78,4.2,4.0,1.73,4.0,4.0,1.75,4.0,4.0,1.72
2015/2016,2015-10-24 00:00:00,N1,Netherlands,Eredivisie,,Willem II,Heerenveen,2,2,D,1,0,H,2.23,3.48,3.46,2.2,3.4,3.2,2.15,3.3,3.25,2.25,3.3,3.0
2015/2016,2015-10-24 00:00:00,I2,Italy,Serie B,,Ascoli,Crotone,0,1,A,0,1,A,2.73,3.04,3.05,2.63,3.1,2.8,2.6,2.9,2.9,2.6,2.9,2.85
2015/2016,2015-10-24 00:00:00,I2,Italy,Serie B,,Bari,Virtus Entella,0,0,D,0,0,D,1.85,3.38,5.24,1.83,3.25,4.75,1.8,3.2,4.75,1.75,3.3,4.75
2015/2016,2015-10-24 00:00:00,I2,Italy,Serie B,,Brescia,Virtus Lanciano,2,1,H,1,1,D,2.44,3.12,3.39,2.3,3.2,3.1,2.38,2.9,3.25,2.15,3.0,3.5
2015/2016,2015-10-24 00:00:00,I2,Italy,Serie B,,Cagliari,Trapani,4,1,H,3,0,H,1.61,3.92,6.72,1.6,3.6,6.0,1.6,3.6,6.0,1.6,3.5,6.0
2015/2016,2015-10-24 00:00:00,I2,Italy,Serie B,,Livorno,Modena,2,0,H,0,0,D,2.11,3.18,4.25,2.0,3.2,4.0,2.05,3.0,3.8,1.95,3.2,3.9
2015/2016,2015-10-24 00:00:00,I2,Italy,Serie B,,Spezia,Avellino,1,1,D,0,1,A,1.99,3.32,4.51,1.85,3.4,4.33,1.91,3.2,4.2,1.87,3.25,4.2
2015/2016,2015-10-24 00:00:00,D1,Germany,Bundesliga 1,,Ingolstadt,Hertha,0,1,A,0,1,A,2.53,3.25,3.15,2.4,3.2,3.1,2.4,3.1,3.0,2.5,3.2,2.8
2015/2016,2015-10-23 00:00:00,I2,Italy,Serie B,,Pescara,Pro Vercelli,1,0,H,0,0,D,1.72,3.68,5.85,1.67,3.4,5.75,1.7,3.4,5.25,1.72,3.3,5.0
2015/2016,2015-10-23 00:00:00,N1,Netherlands,Eredivisie,,Zwolle,Utrecht,1,2,A,1,1,D,2.36,3.69,3.02,2.25,3.5,3.0,2.3,3.5,2.9,2.1,3.4,3.2
2015/2016,2015-10-23 00:00:00,B1,Belgium,Jupiler League,,Genk,Mouscron-Peruwelz,0,4,A,0,2,A,1.5,4.63,7.13,1.44,4.5,6.5,1.5,4.2,6.0,1.5,4.25,6.0
2015/2016,2015-10-23 00:00:00,P1,Portugal,Liga I,,Nacional,Boavista,0,0,D,0,0,D,1.93,3.35,4.81,1.91,3.25,4.33,1.85,3.2,4.5,1.78,3.25,4.75
2015/2016,2015-10-23 00:00:00,E1,England,Championship,M Jones,Rotherham,Sheffield Weds,1,2,A,0,0,D,3.02,3.39,2.54,3.0,3.4,2.5,3.1,3.3,2.4,2.9,3.2,2.35
2015/2016,2015-10-23 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Espanol,3,0,H,1,0,H,2.2,3.61,3.46,2.2,3.4,3.2,2.1,3.4,3.3,2.25,3.5,3.2
2015/2016,2015-10-23 00:00:00,F1,France,Le Championnat,,Caen,Nantes,0,2,A,0,1,A,1.96,3.34,4.71,1.91,3.3,4.5,1.91,3.1,4.33,1.95,3.25,4.1
2015/2016,2015-10-23 00:00:00,T1,Turkey,Futbol Ligi 1,,Eskisehirspor,Kayserispor,1,3,A,1,2,A,2.82,3.08,2.88,2.7,3.2,2.6,2.7,2.9,2.75,2.5,3.1,2.8
2015/2016,2015-10-23 00:00:00,T1,Turkey,Futbol Ligi 1,,Rizespor,Akhisar Belediyespor,0,2,A,0,2,A,1.94,3.43,4.57,1.85,3.4,4.33,1.91,3.25,4.33,1.83,3.4,4.25
2015/2016,2015-10-23 00:00:00,F1,France,Le Championnat,,Lyon,Toulouse,3,0,H,1,0,H,1.79,3.73,5.18,1.73,3.6,5.25,1.75,3.5,4.75,1.75,3.6,5.0
2015/2016,2015-10-23 00:00:00,D1,Germany,Bundesliga 1,,Hoffenheim,Hamburg,0,1,A,0,0,D,2.13,3.67,3.59,2.1,3.6,3.4,2.0,3.4,3.6,2.05,3.5,3.4
2015/2016,2015-10-23 00:00:00,F2,France,Division 2,,Evian Thonon Gaillard,Creteil,1,2,A,1,1,D,1.98,3.43,4.35,1.91,3.2,4.33,1.91,3.25,4.0,1.95,3.0,4.25
2015/2016,2015-10-23 00:00:00,F2,France,Division 2,,Brest,Valenciennes,1,2,A,0,2,A,1.85,3.38,5.22,1.83,3.2,4.75,1.8,3.25,4.75,1.85,3.25,4.33
2015/2016,2015-10-23 00:00:00,F2,France,Division 2,,Le Havre,Sochaux,2,1,H,1,1,D,2.05,3.1,4.65,1.95,3.1,4.33,2.0,3.0,4.33,2.1,3.0,3.7
2015/2016,2015-10-23 00:00:00,F2,France,Division 2,,Nancy,Bourg Peronnas,3,1,H,1,1,D,1.65,3.82,6.36,1.57,3.6,6.5,1.6,3.6,6.0,1.57,3.3,7.0
2015/2016,2015-10-23 00:00:00,F2,France,Division 2,,Auxerre,Red Star,0,1,A,0,1,A,2.21,3.07,4.03,2.05,3.1,4.0,2.1,2.9,3.8,2.1,2.95,3.8
2015/2016,2015-10-23 00:00:00,D2,Germany,Bundesliga 2,,RB Leipzig,Fortuna Dusseldorf,2,1,H,1,0,H,1.66,4.02,5.72,1.57,3.8,6.0,1.62,3.8,5.5,1.65,3.7,5.0
2015/2016,2015-10-23 00:00:00,D2,Germany,Bundesliga 2,,Greuther Furth,Munich 1860,1,0,H,0,0,D,2.06,3.52,3.91,2.0,3.5,3.6,2.0,3.3,3.75,2.05,3.3,3.5
2015/2016,2015-10-23 00:00:00,D2,Germany,Bundesliga 2,,Frankfurt FSV,Bochum,3,2,H,0,2,A,4.21,3.72,1.93,4.0,3.6,1.85,3.8,3.6,1.85,3.75,3.5,1.9
2015/2016,2015-10-21 00:00:00,E3,England,League 2,J Linington,Exeter,Cambridge,1,0,H,1,0,H,2.39,3.51,3.11,2.38,3.5,3.1,2.3,3.3,3.0,2.15,3.2,3.1
2015/2016,2015-10-21 00:00:00,E1,England,Championship,P Tierney,Wolves,Brentford,0,2,A,0,1,A,1.93,3.78,4.11,1.95,3.7,4.1,1.85,3.5,3.8,1.9,3.5,3.75
2015/2016,2015-10-21 00:00:00,E1,England,Championship,K Hill,Fulham,Leeds,1,1,D,1,0,H,2.12,3.62,3.61,2.15,3.5,3.6,2.05,3.4,3.4,2.05,3.4,3.3
2015/2016,2015-10-21 00:00:00,E1,England,Championship,D Drysdale,Blackburn,Derby,0,0,D,0,0,D,3.01,3.5,2.46,3.0,3.4,2.5,2.9,3.3,2.38,2.9,3.3,2.3
2015/2016,2015-10-20 00:00:00,E1,England,Championship,D Whitestone,Cardiff,Middlesbrough,1,0,H,0,0,D,3.51,3.41,2.24,3.5,3.4,2.25,3.4,3.25,2.15,3.25,3.25,2.15
2015/2016,2015-10-20 00:00:00,E2,England,League 1,S Stockbridge,Burton,Crewe,0,0,D,0,0,D,1.46,4.7,7.82,1.45,4.75,8.0,1.44,4.33,7.0,1.4,4.5,6.25
2015/2016,2015-10-20 00:00:00,E2,England,League 1,K Johnson,Shrewsbury,Doncaster,1,2,A,1,1,D,2.2,3.47,3.54,2.25,3.4,3.5,2.15,3.3,3.3,2.15,3.25,3.1
2015/2016,2015-10-20 00:00:00,E2,England,League 1,E Ilderton,Sheffield United,Fleetwood Town,3,0,H,1,0,H,1.79,3.76,4.95,1.8,3.8,4.75,1.75,3.5,4.75,1.7,3.7,4.2
2015/2016,2015-10-20 00:00:00,E2,England,League 1,M Haywood,Rochdale,Coventry,0,0,D,0,0,D,2.51,3.71,2.81,2.5,3.6,2.9,2.4,3.5,2.75,2.35,3.25,2.7
2015/2016,2015-10-20 00:00:00,E2,England,League 1,O Langford,Peterboro,Wigan,2,3,A,0,2,A,2.89,3.55,2.52,2.8,3.5,2.6,2.75,3.3,2.4,2.5,3.3,2.5
2015/2016,2015-10-20 00:00:00,E2,England,League 1,L Swabey,Gillingham,Scunthorpe,2,1,H,0,0,D,2.13,3.65,3.56,2.2,3.6,3.4,2.15,3.4,3.25,2.1,3.4,3.0
2015/2016,2015-10-20 00:00:00,E2,England,League 1,D Deadman,Colchester,Port Vale,2,1,H,1,1,D,2.4,3.55,3.06,2.5,3.6,2.9,2.4,3.4,2.8,2.3,3.25,2.8
2015/2016,2015-10-20 00:00:00,E2,England,League 1,G Salisbury,Chesterfield,Southend,3,0,H,2,0,H,2.67,3.44,2.79,2.45,3.5,3.0,2.4,3.25,2.9,2.2,3.25,2.95
2015/2016,2015-10-20 00:00:00,E2,England,League 1,D Bond,Bradford,Bury,2,1,H,1,0,H,2.13,3.59,3.62,2.1,3.5,3.8,2.05,3.4,3.4,2.05,3.25,3.25
2015/2016,2015-10-20 00:00:00,E1,England,Championship,S Hooper,Charlton,Preston,0,3,A,0,2,A,2.72,3.31,2.82,2.7,3.4,2.75,2.62,3.1,2.62,2.6,3.25,2.6
2015/2016,2015-10-20 00:00:00,E2,England,League 1,N Miller,Blackpool,Millwall,1,1,D,0,1,A,4.23,3.68,1.93,4.0,3.8,1.95,4.0,3.5,1.85,3.7,3.5,1.83
2015/2016,2015-10-20 00:00:00,E2,England,League 1,S Duncan,Barnsley,Walsall,0,2,A,0,0,D,2.73,3.47,2.7,2.75,3.4,2.7,2.8,3.3,2.4,2.85,3.2,2.3
2015/2016,2015-10-20 00:00:00,E1,England,Championship,J Simpson,Rotherham,Reading,1,1,D,0,1,A,4.62,3.52,1.92,4.5,3.5,1.95,4.2,3.4,1.85,3.8,3.25,1.95
2015/2016,2015-10-20 00:00:00,E1,England,Championship,G Eltringham,Bolton,Birmingham,0,1,A,0,1,A,2.57,3.39,2.94,2.6,3.4,2.9,2.4,3.25,2.8,2.35,3.4,2.75
2015/2016,2015-10-20 00:00:00,E1,England,Championship,A Haines,QPR,Sheffield Weds,0,0,D,0,0,D,2.61,3.4,2.87,2.6,3.4,2.88,2.5,3.25,2.75,2.35,3.3,2.85
2015/2016,2015-10-20 00:00:00,E1,England,Championship,S Atwell,Nott'm Forest,Burnley,1,1,D,0,0,D,2.77,3.45,2.68,2.88,3.4,2.6,2.7,3.3,2.5,2.6,3.2,2.6
2015/2016,2015-10-20 00:00:00,E1,England,Championship,C Kavanagh,Hull,Ipswich,3,0,H,2,0,H,1.99,3.48,4.26,2.0,3.4,4.33,1.95,3.3,4.0,1.95,3.4,3.7
2015/2016,2015-10-20 00:00:00,E1,England,Championship,I Williamson,Brighton,Bristol City,2,1,H,0,1,A,1.91,3.6,4.47,1.91,3.6,4.5,1.85,3.4,4.2,1.91,3.4,3.75
2015/2016,2015-10-20 00:00:00,E1,England,Championship,P Bankes,Huddersfield,Milton Keynes Dons,2,0,H,0,0,D,2.08,3.61,3.73,2.15,3.6,3.5,2.05,3.4,3.4,2.1,3.3,3.3
2015/2016,2015-10-20 00:00:00,E3,England,League 2,C Breakspear,Yeovil,Mansfield,0,1,A,0,0,D,3.83,3.54,2.08,4.0,3.5,2.05,3.6,3.4,2.0,3.5,3.4,1.91
2015/2016,2015-10-20 00:00:00,E2,England,League 1,A Davies,Swindon,Oldham,1,2,A,0,1,A,2.79,3.46,2.65,2.8,3.5,2.6,2.7,3.3,2.5,2.65,3.2,2.45
2015/2016,2015-10-20 00:00:00,E3,England,League 2,C Sarginson,York,Dag and Red,2,2,D,1,1,D,2.26,3.54,3.33,2.25,3.5,3.4,2.2,3.3,3.2,2.15,3.3,3.0
2015/2016,2015-10-20 00:00:00,E3,England,League 2,F Graham,Wycombe,Newport County,0,2,A,0,0,D,1.69,3.97,5.46,1.7,3.8,5.75,1.67,3.6,5.0,1.65,3.75,4.4
2015/2016,2015-10-20 00:00:00,E3,England,League 2,A Woolmer,Portsmouth,Stevenage,1,1,D,0,0,D,1.51,4.49,7.15,1.53,4.33,7.0,1.5,4.0,6.5,1.45,4.1,6.0
2015/2016,2015-10-20 00:00:00,SC1,Scotland,Division 1,,Falkirk,Hibernian,0,1,A,0,1,A,5.05,3.86,1.75,4.5,3.75,1.73,4.5,3.6,1.73,3.9,3.4,1.78
2015/2016,2015-10-20 00:00:00,E3,England,League 2,K Stroud,Oxford,Plymouth,1,0,H,1,0,H,2.0,3.61,4.02,2.0,3.6,4.0,1.95,3.4,3.8,1.91,3.3,3.6
2015/2016,2015-10-20 00:00:00,E3,England,League 2,G Horwood,Northampton,Carlisle,3,2,H,1,1,D,2.01,3.8,3.81,2.0,3.7,4.0,1.95,3.6,3.6,1.91,3.4,3.5
2015/2016,2015-10-20 00:00:00,E3,England,League 2,D Handley,Morecambe,Crawley Town,3,1,H,1,0,H,2.24,3.67,3.27,2.25,3.6,3.3,2.15,3.5,3.1,2.15,3.25,3.1
2015/2016,2015-10-20 00:00:00,E3,England,League 2,T Robinson,Luton,Leyton Orient,1,1,D,1,0,H,3.06,3.59,2.38,3.2,3.6,2.3,2.9,3.4,2.3,2.85,3.2,2.3
2015/2016,2015-10-20 00:00:00,E3,England,League 2,K Wright,Hartlepool,Barnet,1,1,D,1,0,H,2.95,3.45,2.53,3.0,3.4,2.5,2.8,3.3,2.4,2.65,3.3,2.4
2015/2016,2015-10-20 00:00:00,E3,England,League 2,S Martin,Bristol Rvs,Notts County,0,0,D,0,0,D,2.27,3.54,3.31,2.25,3.6,3.3,2.2,3.4,3.2,2.05,3.25,3.25
2015/2016,2015-10-20 00:00:00,E3,England,League 2,M Brown,Accrington,AFC Wimbledon,3,4,A,3,3,D,2.61,3.47,2.83,2.63,3.4,2.88,2.5,3.3,2.62,2.4,3.3,2.6
2015/2016,2015-10-19 00:00:00,T1,Turkey,Futbol Ligi 1,,Mersin Idman Yurdu,Trabzonspor,3,2,H,2,0,H,3.26,3.53,2.3,3.0,3.4,2.3,3.1,3.4,2.25,2.9,3.3,2.3
2015/2016,2015-10-19 00:00:00,I2,Italy,Serie B,,Cesena,Spezia,5,1,H,1,1,D,2.52,3.02,3.36,2.4,3.1,3.1,2.4,2.88,3.2,2.25,3.0,3.3
2015/2016,2015-10-19 00:00:00,G1,Greece,Ethniki Katigoria,,Panathinaikos,Giannina,3,1,H,1,0,H,1.49,4.52,7.63,1.44,4.33,7.0,1.44,4.2,7.0,1.42,4.6,6.5
2015/2016,2015-10-19 00:00:00,D2,Germany,Bundesliga 2,,Munich 1860,Karlsruhe,0,1,A,0,1,A,2.57,3.22,3.08,2.4,3.3,2.9,2.4,3.1,2.9,2.5,3.2,2.7
2015/2016,2015-10-19 00:00:00,E0,England,Premier League,R Madley,Swansea,Stoke,0,1,A,0,1,A,2.08,3.41,4.06,2.05,3.4,4.2,2.05,3.4,4.0,2.05,3.2,3.75
2015/2016,2015-10-19 00:00:00,SP1,Spain,La Liga Primera Division,,Sp Gijon,Granada,3,3,D,1,2,A,2.05,3.39,4.23,2.0,3.2,4.2,1.95,3.25,4.0,2.05,3.2,3.7
2015/2016,2015-10-19 00:00:00,T1,Turkey,Futbol Ligi 1,,Osmanlispor,Buyuksehyr,0,3,A,0,0,D,2.33,3.36,3.35,2.2,3.25,3.25,2.25,3.2,3.1,2.2,3.2,3.2
2015/2016,2015-10-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Zaragoza,Tenerife,2,0,H,1,0,H,2.14,3.3,3.9,2.05,3.3,3.6,2.0,3.2,3.6,1.91,3.25,3.7
2015/2016,2015-10-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Ponferradina,1,1,D,1,0,H,2.02,3.3,4.4,2.0,3.3,3.8,2.05,3.0,3.6,2.05,3.1,3.4
2015/2016,2015-10-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Llagostera,Valladolid,3,1,H,1,0,H,2.95,3.2,2.68,2.75,3.2,2.6,2.6,3.1,2.6,2.7,2.85,2.65
2015/2016,2015-10-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Lugo,Alaves,1,0,H,1,0,H,2.37,3.18,3.46,2.25,3.3,3.2,2.3,3.1,3.0,2.3,3.1,2.9
2015/2016,2015-10-18 00:00:00,B1,Belgium,Jupiler League,,Club Brugge,Oostende,1,0,H,1,0,H,1.56,4.47,6.31,1.53,3.8,6.5,1.55,4.0,5.5,1.5,4.2,6.0
2015/2016,2015-10-18 00:00:00,B1,Belgium,Jupiler League,,Kortrijk,Charleroi,2,0,H,1,0,H,2.42,3.39,3.16,2.2,3.5,3.1,2.3,3.25,3.0,2.25,3.3,3.1
2015/2016,2015-10-18 00:00:00,B1,Belgium,Jupiler League,,Waregem,Anderlecht,0,4,A,0,2,A,4.34,3.72,1.9,4.5,3.3,1.85,4.0,3.6,1.85,3.75,3.75,1.87
2015/2016,2015-10-18 00:00:00,E1,England,Championship,A Madley,Derby,Wolves,4,2,H,3,1,H,1.83,3.81,4.59,1.85,3.75,4.5,1.8,3.6,4.33,1.75,3.5,4.5
2015/2016,2015-10-18 00:00:00,T1,Turkey,Futbol Ligi 1,,Akhisar Belediyespor,Eskisehirspor,1,0,H,0,0,D,2.35,3.33,3.33,2.25,3.25,3.25,2.3,3.2,3.1,2.15,3.25,3.3
2015/2016,2015-10-18 00:00:00,SP1,Spain,La Liga Primera Division,,Getafe,Las Palmas,4,0,H,2,0,H,2.18,3.31,3.86,2.15,3.2,3.6,2.1,3.1,3.6,2.15,3.1,3.6
2015/2016,2015-10-18 00:00:00,SP1,Spain,La Liga Primera Division,,La Coruna,Ath Bilbao,2,2,D,0,1,A,2.74,3.26,2.87,2.7,3.1,2.8,2.62,3.0,2.75,2.75,2.95,2.9
2015/2016,2015-10-18 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Ath Madrid,0,2,A,0,1,A,4.37,3.27,2.06,4.0,3.2,2.05,4.0,3.1,2.0,3.7,3.25,2.1
2015/2016,2015-10-18 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Celta,1,2,A,0,1,A,2.01,3.67,4.0,2.0,3.5,3.75,2.0,3.4,3.6,2.05,3.4,3.5
2015/2016,2015-10-18 00:00:00,T1,Turkey,Futbol Ligi 1,,Kayserispor,Fenerbahce,0,1,A,0,1,A,4.61,3.65,1.87,4.2,3.6,1.83,4.2,3.4,1.85,4.2,3.4,1.83
2015/2016,2015-10-18 00:00:00,T1,Turkey,Futbol Ligi 1,,Kasimpasa,Sivasspor,2,1,H,1,0,H,1.98,3.66,4.06,1.95,3.5,3.8,1.91,3.4,3.8,1.91,3.4,3.75
2015/2016,2015-10-18 00:00:00,T1,Turkey,Futbol Ligi 1,,Besiktas,Rizespor,1,0,H,0,0,D,1.42,4.96,8.31,1.4,4.5,8.0,1.4,4.5,7.5,1.34,4.75,8.0
2015/2016,2015-10-18 00:00:00,F1,France,Le Championnat,,Rennes,Nice,1,4,A,0,1,A,2.13,3.39,3.84,2.1,3.25,3.75,2.1,3.25,3.6,2.2,3.1,3.4
2015/2016,2015-10-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Elche,2,3,A,1,1,D,2.19,3.29,3.78,2.05,3.3,3.6,2.05,3.2,3.5,2.05,3.1,3.5
2015/2016,2015-10-18 00:00:00,G1,Greece,Ethniki Katigoria,,Asteras Tripolis,Xanthi,1,1,D,1,0,H,1.89,3.32,5.15,1.91,3.2,4.33,1.85,3.1,4.75,1.9,3.3,4.0
2015/2016,2015-10-18 00:00:00,G1,Greece,Ethniki Katigoria,,Iraklis,PAOK,3,3,D,2,1,H,5.47,3.53,1.79,5.0,3.5,1.73,4.75,3.3,1.75,4.75,3.5,1.72
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Frosinone,Sampdoria,2,0,H,0,0,D,3.08,3.44,2.47,3.1,3.2,2.4,2.9,3.3,2.38,2.9,3.25,2.4
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Genoa,Chievo,3,2,H,2,1,H,2.06,3.3,4.3,2.05,3.3,3.8,2.0,3.1,4.0,2.1,3.2,3.5
2015/2016,2015-10-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Numancia,3,2,H,2,1,H,2.09,3.3,4.12,2.05,3.3,3.6,2.1,3.1,3.4,2.05,3.1,3.4
2015/2016,2015-10-18 00:00:00,N1,Netherlands,Eredivisie,,Zwolle,Vitesse,1,5,A,1,3,A,3.16,3.69,2.29,2.9,3.5,2.3,2.9,3.5,2.25,2.75,3.5,2.3
2015/2016,2015-10-18 00:00:00,N1,Netherlands,Eredivisie,,Twente,Nijmegen,1,0,H,0,0,D,1.99,3.79,3.86,1.95,3.6,3.6,1.91,3.6,3.6,1.91,3.6,3.6
2015/2016,2015-10-18 00:00:00,N1,Netherlands,Eredivisie,,Heerenveen,Feyenoord,2,5,A,0,5,A,4.29,3.68,1.92,4.2,3.5,1.85,3.8,3.6,1.85,3.75,3.5,1.9
2015/2016,2015-10-18 00:00:00,N1,Netherlands,Eredivisie,,Den Haag,Graafschap,1,1,D,1,1,D,1.58,4.35,6.16,1.55,4.2,5.5,1.55,4.0,5.75,1.53,4.1,5.5
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Inter,Juventus,0,0,D,0,0,D,2.8,3.27,2.8,2.63,3.2,2.8,2.62,3.1,2.7,2.7,3.1,2.8
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Napoli,Fiorentina,2,1,H,0,0,D,1.72,3.95,5.34,1.73,3.75,5.0,1.7,3.6,4.75,1.75,3.7,4.75
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Sassuolo,Lazio,2,1,H,1,0,H,3.1,3.43,2.46,3.0,3.2,2.45,2.9,3.25,2.4,2.8,3.1,2.55
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Verona,Udinese,1,1,D,1,0,H,2.4,3.38,3.25,2.3,3.3,3.2,2.3,3.2,3.1,2.35,3.2,3.0
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Atalanta,Carpi,3,0,H,2,0,H,1.81,3.61,5.23,1.75,3.6,5.0,1.75,3.4,4.75,1.8,3.4,5.0
2015/2016,2015-10-18 00:00:00,I1,Italy,Serie A,,Bologna,Palermo,0,1,A,0,1,A,2.65,3.28,2.97,2.5,3.2,3.0,2.5,3.1,2.8,2.65,2.95,2.8
2015/2016,2015-10-18 00:00:00,G1,Greece,Ethniki Katigoria,,Levadeiakos,Panetolikos,2,2,D,1,2,A,2.33,3.19,3.54,2.15,3.4,3.3,2.25,3.0,3.4,2.05,3.25,3.5
2015/2016,2015-10-18 00:00:00,D2,Germany,Bundesliga 2,,Freiburg,Greuther Furth,5,2,H,1,0,H,1.94,3.67,4.21,1.85,3.8,3.8,1.91,3.4,3.8,1.9,3.5,3.75
2015/2016,2015-10-18 00:00:00,F1,France,Le Championnat,,Marseille,Lorient,1,1,D,1,1,D,1.57,4.31,6.4,1.57,4.0,6.0,1.55,4.0,6.0,1.6,3.8,5.5
2015/2016,2015-10-18 00:00:00,F1,France,Le Championnat,,Bordeaux,Montpellier,0,0,D,0,0,D,1.79,3.6,5.27,1.75,3.6,5.0,1.75,3.4,4.75,1.83,3.3,4.5
