Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2018/2019,2018-09-14 00:00:00,SP1,Spain,La Liga Primera Division,,Huesca,Vallecano,0,1,A,0,1,A,2.26,3.57,3.3,2.14,3.5,3.4,,,,2.1,3.6,3.4
2018/2019,2018-09-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Reus Deportiu,Albacete,1,2,A,0,1,A,3.16,2.86,2.67,3.1,2.9,2.5,,,,3.1,2.85,2.6
2018/2019,2018-09-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Extremadura UD,Granada,1,3,A,0,1,A,3.42,3.02,2.4,3.6,2.8,2.3,,,,3.4,2.9,2.35
2018/2019,2018-09-08 00:00:00,SP2,Spain,La Liga Segunda Division,,Oviedo,Zaragoza,0,4,A,0,1,A,2.05,2.98,4.6,2.0,3.0,4.33,,,,2.0,3.0,4.33
2018/2019,2018-09-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Malaga,0,1,A,0,0,D,3.64,2.92,2.36,3.5,2.9,2.3,,,,3.5,2.9,2.3
2018/2019,2018-09-02 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Rayo Majadahonda,0,1,A,0,0,D,2.12,3.13,4.02,2.1,3.1,3.8,,,,2.15,2.95,3.9
2018/2019,2018-09-01 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Reus Deportiu,0,2,A,0,1,A,2.08,3.21,4.06,2.04,2.9,4.33,,,,2.05,3.0,4.2
2018/2019,2018-08-31 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Girona,0,1,A,0,0,D,1.57,4.17,6.67,1.57,4.0,6.0,,,,1.55,4.2,6.0
2018/2019,2018-08-27 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Celta,1,2,A,0,2,A,2.52,3.31,3.08,2.4,3.25,3.0,,,,2.5,3.25,2.95
2018/2019,2018-08-27 00:00:00,SP2,Spain,La Liga Segunda Division,,Rayo Majadahonda,Mallorca,0,1,A,0,1,A,3.12,3.0,2.59,2.8,3.3,2.45,,,,3.0,2.9,2.6
2018/2019,2018-08-26 00:00:00,SP1,Spain,La Liga Primera Division,,Girona,Real Madrid,1,4,A,1,1,D,8.99,5.42,1.37,8.0,5.5,1.36,,,,9.25,4.75,1.36
2018/2019,2018-08-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Oviedo,2,4,A,0,2,A,2.67,3.03,2.97,2.5,3.0,3.0,,,,2.5,3.1,3.0
2018/2019,2018-08-25 00:00:00,SP1,Spain,La Liga Primera Division,,Valladolid,Barcelona,0,1,A,0,0,D,19.07,8.18,1.18,17.0,7.5,1.16,,,,15.0,7.0,1.19
2018/2019,2018-08-24 00:00:00,SP2,Spain,La Liga Segunda Division,,Extremadura UD,La Coruna,0,1,A,0,0,D,3.83,3.25,2.16,3.8,3.1,2.1,,,,3.6,3.2,2.15
2018/2019,2018-08-19 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Sevilla,1,4,A,0,3,A,3.46,3.74,2.13,3.25,3.6,2.14,,,,3.5,3.5,2.1
2018/2019,2018-08-19 00:00:00,SP1,Spain,La Liga Primera Division,,Eibar,Huesca,1,2,A,0,2,A,1.72,3.9,5.26,1.66,3.75,5.5,,,,1.7,3.7,5.25
2018/2019,2018-08-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Lugo,Malaga,1,2,A,1,0,H,3.22,2.84,2.66,3.0,3.0,2.5,,,,3.1,2.95,2.5
2018/2019,2018-08-18 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Sociedad,1,2,A,1,1,D,2.06,3.51,3.91,2.04,3.4,3.8,,,,2.05,3.3,3.9
2018/2019,2018-08-17 00:00:00,SP1,Spain,La Liga Primera Division,,Betis,Levante,0,3,A,0,1,A,1.69,4.19,5.11,1.66,4.0,5.0,,,,1.7,3.7,5.25
2017/2018,2018-06-02 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Zaragoza,0,2,A,0,1,A,3.77,3.55,2.02,3.4,3.4,1.95,3.5,3.4,2.0,3.6,3.6,1.95
2017/2018,2018-05-27 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Gimnastic,0,1,A,0,0,D,,,,5.5,3.75,1.61,5.0,3.6,1.67,5.0,3.9,1.65
2017/2018,2018-05-27 00:00:00,SP2,Spain,La Liga Segunda Division,,Reus Deportiu,Cordoba,1,2,A,0,1,A,6.45,3.92,1.58,6.0,3.75,1.57,6.0,3.6,1.57,5.75,3.8,1.6
2017/2018,2018-05-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Lugo,Huesca,0,2,A,0,2,A,4.12,3.35,2.0,4.5,3.0,1.95,,,,4.0,3.1,2.05
2017/2018,2018-05-20 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,Espanol,0,1,A,0,1,A,2.05,3.74,3.69,2.04,3.5,3.6,2.0,3.5,3.5,2.0,3.5,3.8
2017/2018,2018-05-19 00:00:00,SP1,Spain,La Liga Primera Division,,Las Palmas,Girona,1,2,A,1,2,A,3.14,3.81,2.25,3.1,3.5,2.25,3.0,3.6,2.2,3.0,3.7,2.25
2017/2018,2018-05-19 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Getafe,0,1,A,0,0,D,3.26,3.6,2.27,3.3,3.3,2.25,3.2,3.3,2.2,3.1,3.5,2.25
2017/2018,2018-05-19 00:00:00,SP2,Spain,La Liga Segunda Division,,Lorca,Valladolid,1,5,A,1,1,D,4.42,3.5,1.89,4.5,3.4,1.83,3.9,3.4,1.85,4.2,3.5,1.87
2017/2018,2018-05-13 00:00:00,SP2,Spain,La Liga Segunda Division,,Vallecano,Cordoba,1,2,A,1,0,H,1.52,4.27,6.84,1.5,4.0,6.5,1.5,4.0,5.5,1.55,3.9,6.25
2017/2018,2018-05-12 00:00:00,SP1,Spain,La Liga Primera Division,,Getafe,Ath Madrid,0,1,A,0,1,A,2.77,3.13,2.9,2.79,3.1,2.79,2.7,2.9,2.8,2.75,3.1,2.75
2017/2018,2018-05-12 00:00:00,SP1,Spain,La Liga Primera Division,,La Coruna,Villarreal,2,4,A,0,3,A,3.8,3.69,2.04,3.5,3.6,2.04,3.5,3.6,2.0,3.6,3.5,2.05
2017/2018,2018-05-12 00:00:00,SP2,Spain,La Liga Segunda Division,,Sp Gijon,Barcelona B,2,3,A,1,2,A,1.55,4.41,5.87,1.53,4.0,6.0,1.53,3.8,5.8,1.57,3.9,6.0
2017/2018,2018-05-12 00:00:00,SP1,Spain,La Liga Primera Division,,Girona,Valencia,0,1,A,0,0,D,2.61,3.6,2.75,2.5,3.39,2.75,2.5,3.4,2.62,2.65,3.4,2.65
2017/2018,2018-05-07 00:00:00,SP1,Spain,La Liga Primera Division,,Leganes,Levante,0,3,A,0,0,D,2.18,3.24,3.89,2.1,3.2,3.89,2.1,3.1,3.7,2.05,3.3,3.9
2017/2018,2018-05-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Granada,Vallecano,0,2,A,0,0,D,2.71,3.39,2.74,2.62,3.2,2.7,2.55,3.2,2.6,2.7,3.2,2.65
2017/2018,2018-05-06 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Alaves,0,3,A,0,1,A,2.45,3.17,3.31,2.39,3.2,3.1,2.37,3.0,3.1,2.45,3.1,3.1
2017/2018,2018-05-06 00:00:00,SP1,Spain,La Liga Primera Division,,Las Palmas,Getafe,0,1,A,0,0,D,3.9,3.46,2.09,4.0,3.29,2.0,3.7,3.3,2.05,3.8,3.4,2.05
2017/2018,2018-05-06 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Espanol,0,2,A,0,0,D,1.43,4.36,10.55,1.39,4.2,10.0,1.4,4.2,9.5,1.36,4.6,10.0
2017/2018,2018-05-06 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Osasuna,0,2,A,0,2,A,2.87,3.12,2.77,2.87,2.89,2.7,2.75,2.9,2.62,2.8,2.9,2.8
2017/2018,2018-05-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Huesca,2,4,A,0,2,A,2.61,3.35,2.87,2.54,3.1,2.87,2.5,3.1,2.7,2.6,3.0,2.9
2017/2018,2018-05-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Reus Deportiu,0,1,A,0,1,A,1.83,3.54,5.01,1.75,3.29,5.25,1.8,3.25,4.5,1.8,3.4,4.75
2017/2018,2018-05-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Numancia,Valladolid,0,1,A,0,0,D,2.17,3.3,3.77,2.04,3.29,3.6,2.1,3.1,3.5,2.05,3.25,3.8
2017/2018,2018-05-05 00:00:00,SP1,Spain,La Liga Primera Division,,Girona,Eibar,1,4,A,0,2,A,2.11,3.4,3.89,2.1,3.29,3.75,2.05,3.2,3.75,2.05,3.3,3.9
2017/2018,2018-04-29 00:00:00,SP1,Spain,La Liga Primera Division,,La Coruna,Barcelona,2,4,A,1,2,A,11.81,6.38,1.28,12.0,6.0,1.25,10.0,6.0,1.28,9.5,6.0,1.28
2017/2018,2018-04-29 00:00:00,SP1,Spain,La Liga Primera Division,,Alaves,Ath Madrid,0,1,A,0,0,D,3.5,3.19,2.35,3.29,3.1,2.37,3.3,3.0,2.35,3.4,3.2,2.25
2017/2018,2018-04-23 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,Levante,1,3,A,1,2,A,1.68,3.7,6.32,1.66,3.75,5.5,1.61,3.6,5.75,1.7,3.7,5.25
2017/2018,2018-04-22 00:00:00,SP1,Spain,La Liga Primera Division,,Girona,Espanol,0,2,A,0,1,A,2.12,3.28,4.04,2.14,3.25,3.6,2.05,3.2,3.75,2.1,3.3,3.7
2017/2018,2018-04-22 00:00:00,SP1,Spain,La Liga Primera Division,,Las Palmas,Alaves,0,4,A,0,0,D,3.17,3.34,2.44,3.1,3.2,2.39,3.1,3.1,2.35,3.1,3.3,2.35
2017/2018,2018-04-22 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Vallecano,2,3,A,0,1,A,3.44,3.44,2.23,3.25,3.2,2.25,3.2,3.2,2.2,3.25,3.25,2.25
2017/2018,2018-04-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Albacete,Reus Deportiu,0,1,A,0,0,D,2.34,2.72,4.17,2.2,2.7,4.2,2.2,2.8,3.5,2.25,2.75,3.9
2017/2018,2018-04-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Tenerife,Huesca,2,4,A,2,1,H,2.17,3.29,3.78,2.04,3.0,4.2,2.1,3.1,3.5,2.15,3.2,3.6
2017/2018,2018-04-21 00:00:00,SP1,Spain,La Liga Primera Division,,Eibar,Getafe,0,1,A,0,1,A,2.14,3.24,4.0,2.04,3.2,4.0,2.1,3.1,3.8,2.1,3.2,3.8
2017/2018,2018-04-20 00:00:00,SP2,Spain,La Liga Segunda Division,,Oviedo,Valladolid,1,2,A,0,0,D,2.13,3.21,4.01,2.04,3.2,3.79,2.05,3.0,3.6,2.1,3.25,3.6
2017/2018,2018-04-19 00:00:00,SP1,Spain,La Liga Primera Division,,Alaves,Girona,1,2,A,0,0,D,2.44,3.18,3.33,2.37,3.1,3.29,2.37,3.1,3.1,2.45,3.1,3.1
2017/2018,2018-04-18 00:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Eibar,0,1,A,0,1,A,2.38,3.15,3.49,2.29,3.1,3.39,2.3,3.0,3.4,2.35,3.1,3.3
2017/2018,2018-04-18 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Getafe,1,2,A,0,1,A,1.49,4.45,7.79,1.44,4.0,8.0,1.5,4.2,7.0,1.48,4.1,7.5
2017/2018,2018-04-15 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Real Madrid,1,2,A,0,1,A,10.76,5.93,1.31,10.0,5.5,1.28,11.0,5.5,1.28,10.5,5.75,1.28
2017/2018,2018-04-15 00:00:00,SP1,Spain,La Liga Primera Division,,Eibar,Alaves,0,1,A,0,1,A,1.83,3.44,5.27,1.83,3.39,4.75,1.8,3.3,4.8,1.83,3.3,5.0
2017/2018,2018-04-15 00:00:00,SP2,Spain,La Liga Segunda Division,,Valladolid,Sp Gijon,0,1,A,0,1,A,2.48,3.39,3.02,2.37,3.0,3.25,2.37,3.1,2.87,2.5,3.1,2.95
2017/2018,2018-04-14 00:00:00,SP1,Spain,La Liga Primera Division,,Las Palmas,Sociedad,0,1,A,0,1,A,3.69,3.75,2.03,3.79,3.6,1.95,3.5,3.6,2.0,3.7,3.6,2.0
2017/2018,2018-04-14 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,La Coruna,2,3,A,0,2,A,1.69,3.88,5.68,1.66,3.75,5.5,1.61,3.7,5.5,1.67,3.75,5.5
2017/2018,2018-04-13 00:00:00,SP1,Spain,La Liga Primera Division,,Girona,Betis,0,1,A,0,1,A,2.39,3.45,3.16,2.29,3.39,3.1,2.35,3.3,3.0,2.35,3.4,3.0
2017/2018,2018-04-09 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Ath Bilbao,1,3,A,0,1,A,1.89,3.47,4.8,1.85,3.5,4.5,1.85,3.3,4.5,1.91,3.5,4.1
2017/2018,2018-04-08 00:00:00,SP2,Spain,La Liga Segunda Division,,Lugo,Oviedo,0,1,A,0,0,D,2.71,3.04,3.02,2.6,3.0,2.87,2.55,2.9,2.8,2.5,2.95,3.1
2017/2018,2018-04-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Alcorcon,Numancia,0,1,A,0,0,D,2.27,2.99,3.92,2.14,3.0,3.75,2.2,2.9,3.4,2.3,3.0,3.4
2017/2018,2018-04-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Albacete,Vallecano,0,1,A,0,0,D,3.19,3.16,2.49,3.0,3.0,2.5,3.0,3.0,2.4,3.0,2.95,2.55
2017/2018,2018-04-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Leonesa,0,1,A,0,1,A,2.02,3.33,4.25,1.95,3.1,4.33,2.0,3.2,3.6,1.95,3.1,4.4
2017/2018,2018-04-02 00:00:00,SP1,Spain,La Liga Primera Division,,Getafe,Betis,0,1,A,0,0,D,2.05,3.55,3.89,1.95,3.5,3.75,2.0,3.3,3.7,2.0,3.25,3.8
2017/2018,2018-04-01 00:00:00,SP2,Spain,La Liga Segunda Division,,Osasuna,Tenerife,0,1,A,0,0,D,2.23,3.12,3.81,2.14,3.0,3.79,2.15,3.0,3.4,2.1,3.0,3.8
2017/2018,2018-04-01 00:00:00,SP1,Spain,La Liga Primera Division,,Leganes,Valencia,0,1,A,0,0,D,3.95,3.41,2.09,3.75,3.39,2.0,3.75,3.25,2.05,3.8,3.25,2.0
2017/2018,2018-04-01 00:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Sp Gijon,1,3,A,0,1,A,3.38,3.22,2.36,3.39,3.1,2.25,3.2,3.1,2.25,3.1,3.1,2.35
2017/2018,2018-03-31 00:00:00,SP2,Spain,La Liga Segunda Division,,Oviedo,Alcorcon,0,1,A,0,0,D,2.04,3.15,4.49,1.95,3.1,4.33,2.0,2.9,4.0,1.95,3.1,4.25
2017/2018,2018-03-31 00:00:00,SP2,Spain,La Liga Segunda Division,,Leonesa,Zaragoza,0,1,A,0,1,A,2.89,3.2,2.69,2.89,3.1,2.5,2.7,3.2,2.45,2.75,3.2,2.55
2017/2018,2018-03-31 00:00:00,SP1,Spain,La Liga Primera Division,,Las Palmas,Real Madrid,0,3,A,0,2,A,10.16,6.7,1.28,10.0,6.0,1.25,9.5,6.0,1.28,8.75,6.25,1.26
2017/2018,2018-03-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Osasuna,0,2,A,0,1,A,2.92,3.02,2.8,2.62,3.0,2.87,2.8,3.0,2.5,2.65,3.0,2.9
2017/2018,2018-03-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Zaragoza,Sevilla B,0,1,A,0,1,A,1.32,5.28,11.65,1.33,4.75,11.0,,,8.5,1.33,4.6,11.0
2017/2018,2018-03-19 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Sp Gijon,0,2,A,0,1,A,2.55,3.33,2.97,2.5,3.0,3.0,2.4,3.1,2.9,2.4,3.25,3.0
2017/2018,2018-03-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Cordoba,0,2,A,0,1,A,2.57,3.41,2.87,2.39,3.2,3.0,2.4,3.2,2.75,2.45,3.4,2.8
2017/2018,2018-03-17 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Getafe,1,2,A,1,1,D,1.75,3.92,5.01,1.72,3.6,5.25,1.7,3.7,5.0,1.7,3.7,5.25
2017/2018,2018-03-17 00:00:00,SP2,Spain,La Liga Segunda Division,,Leonesa,Cadiz,0,1,A,0,0,D,2.78,3.21,2.78,2.62,3.0,2.87,2.62,3.0,2.7,2.65,3.1,2.8
2017/2018,2018-03-17 00:00:00,SP2,Spain,La Liga Segunda Division,,Osasuna,Zaragoza,1,2,A,0,0,D,2.23,3.27,3.63,2.1,3.1,3.79,2.1,3.0,3.5,2.1,3.25,3.6
2017/2018,2018-03-16 00:00:00,SP2,Spain,La Liga Segunda Division,,Sevilla B,Albacete,1,2,A,1,1,D,2.94,3.1,2.73,2.89,3.0,2.6,2.75,3.0,2.6,2.9,2.95,2.65
2017/2018,2018-03-12 00:00:00,SP1,Spain,La Liga Primera Division,,Alaves,Betis,1,3,A,0,2,A,2.16,3.46,3.66,2.14,3.29,3.6,2.15,3.3,3.4,2.15,3.4,3.4
2017/2018,2018-03-11 00:00:00,SP1,Spain,La Liga Primera Division,,Las Palmas,Villarreal,0,2,A,0,0,D,3.67,3.45,2.16,3.5,3.5,2.1,3.5,3.3,2.1,3.4,3.4,2.15
2017/2018,2018-03-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Granada,Gimnastic,0,1,A,0,1,A,1.5,4.15,8.32,1.5,3.75,7.5,1.5,3.9,6.5,1.45,4.0,8.25
2017/2018,2018-03-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Vallecano,0,1,A,0,1,A,3.63,3.44,2.16,3.6,3.25,2.1,3.3,3.25,2.1,3.75,3.25,2.05
2017/2018,2018-03-10 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Valencia,0,2,A,0,1,A,2.07,3.68,3.7,2.0,3.5,3.79,2.0,3.6,3.4,2.05,3.5,3.6
2017/2018,2018-03-10 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Barcelona,0,2,A,0,2,A,13.92,6.14,1.27,13.0,6.0,1.25,13.0,5.5,1.25,12.0,6.0,1.25
2017/2018,2018-03-10 00:00:00,SP1,Spain,La Liga Primera Division,,Getafe,Levante,0,1,A,0,0,D,1.74,3.63,5.75,1.75,3.5,5.25,1.7,3.4,5.5,1.7,3.6,5.5
2017/2018,2018-03-10 00:00:00,SP1,Spain,La Liga Primera Division,,Eibar,Real Madrid,1,2,A,0,1,A,6.23,4.69,1.53,5.75,4.75,1.5,5.8,4.4,1.5,5.75,4.75,1.5
2017/2018,2018-03-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Alcorcon,Cordoba,1,2,A,1,1,D,1.93,3.53,4.39,1.8,3.25,5.0,1.85,3.25,4.2,1.85,3.4,4.5
2017/2018,2018-03-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Tenerife,1,2,A,1,2,A,2.97,3.27,2.59,3.0,3.0,2.5,2.8,3.0,2.5,2.9,3.2,2.5
2017/2018,2018-03-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Lorca,Albacete,1,2,A,1,0,H,2.6,3.14,3.06,2.5,2.89,3.1,2.45,2.9,3.0,2.45,2.95,3.2
2017/2018,2018-03-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Sevilla B,Sp Gijon,0,1,A,0,1,A,4.39,3.57,1.92,5.0,3.1,1.83,4.0,3.3,1.87,4.6,3.1,1.91
2017/2018,2018-03-03 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Girona,0,2,A,0,1,A,1.85,3.68,4.65,1.8,3.39,4.75,1.83,3.5,4.33,1.8,3.6,4.6
2017/2018,2018-03-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Numancia,Zaragoza,1,2,A,1,1,D,2.13,3.33,3.83,2.1,3.2,3.6,2.05,3.1,3.7,2.05,3.1,4.0
2017/2018,2018-02-28 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Sevilla,0,1,A,0,1,A,3.53,3.41,2.23,3.5,3.2,2.14,3.3,3.25,2.2,3.4,3.4,2.15
2017/2018,2018-02-26 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Betis,0,2,A,0,0,D,2.46,3.51,3.0,2.5,3.29,2.87,2.4,3.4,2.87,2.5,3.4,2.8
2017/2018,2018-02-25 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Ath Madrid,2,5,A,0,2,A,3.33,3.34,2.35,3.39,3.2,2.25,3.2,3.1,2.3,3.2,3.3,2.3
2017/2018,2018-02-21 00:00:00,SP1,Spain,La Liga Primera Division,,Leganes,Real Madrid,1,3,A,1,2,A,12.4,5.99,1.29,11.0,6.0,1.25,12.0,5.5,1.25,10.0,6.0,1.28
2017/2018,2018-02-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Granada,1,2,A,1,0,H,2.97,3.31,2.56,3.0,3.1,2.45,2.8,3.1,2.45,2.95,3.0,2.55
2017/2018,2018-02-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Leonesa,Vallecano,2,3,A,0,2,A,3.45,3.42,2.23,3.6,3.29,2.04,3.1,3.3,2.15,3.4,3.2,2.2
2017/2018,2018-02-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Lugo,Barcelona B,1,2,A,1,0,H,2.03,3.32,4.22,2.0,3.0,4.33,2.0,3.1,3.7,2.05,3.1,4.0
2017/2018,2018-02-18 00:00:00,SP1,Spain,La Liga Primera Division,,Betis,Real Madrid,3,5,A,2,1,H,8.4,6.28,1.34,9.0,6.0,1.3,8.0,5.5,1.33,8.25,5.5,1.34
2017/2018,2018-02-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Sevilla B,Almeria,0,3,A,0,1,A,2.27,3.03,3.84,2.25,2.89,3.6,2.2,3.0,3.3,2.3,2.95,3.5
2017/2018,2018-02-17 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Valencia,1,2,A,1,0,H,3.87,3.44,2.1,3.6,3.5,2.04,3.7,3.25,2.05,3.6,3.5,2.05
2017/2018,2018-02-17 00:00:00,SP1,Spain,La Liga Primera Division,,Las Palmas,Sevilla,1,2,A,0,1,A,3.63,3.82,2.05,3.5,3.6,2.04,3.4,3.6,2.0,3.4,3.7,2.05
2017/2018,2018-02-17 00:00:00,SP1,Spain,La Liga Primera Division,,Eibar,Barcelona,0,2,A,0,1,A,6.9,4.72,1.5,6.5,4.75,1.44,6.5,4.33,1.5,6.75,4.5,1.48
2017/2018,2018-02-17 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Zaragoza,0,2,A,0,1,A,2.49,3.1,3.26,2.37,3.0,3.25,2.35,3.0,3.0,2.4,3.0,3.25
2017/2018,2018-02-12 00:00:00,SP1,Spain,La Liga Primera Division,,La Coruna,Betis,0,1,A,0,0,D,2.25,3.76,3.18,2.2,3.6,3.1,2.2,3.6,3.0,2.2,3.5,3.0
2017/2018,2018-02-11 00:00:00,SP2,Spain,La Liga Segunda Division,,Albacete,Gimnastic,0,1,A,0,1,A,2.0,3.34,4.41,1.9,3.0,4.75,1.95,3.1,4.0,1.95,3.1,4.25
2017/2018,2018-02-10 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Alaves,1,2,A,0,1,A,1.7,3.81,5.69,1.66,4.0,5.0,1.67,3.6,5.25,1.67,3.5,5.25
2017/2018,2018-02-10 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Ath Madrid,0,1,A,0,1,A,7.11,3.82,1.61,7.5,3.6,1.57,7.0,3.5,1.6,6.5,3.7,1.55
2017/2018,2018-02-10 00:00:00,SP1,Spain,La Liga Primera Division,,Leganes,Eibar,0,1,A,0,0,D,2.97,3.1,2.74,2.87,3.1,2.62,2.87,2.9,2.65,2.85,2.95,2.65
2017/2018,2018-02-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Osasuna,0,1,A,0,0,D,3.23,3.1,2.52,3.2,2.89,2.45,3.0,2.9,2.4,3.1,2.9,2.5
2017/2018,2018-02-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Alcorcon,0,1,A,0,0,D,2.35,3.14,3.5,2.25,3.0,3.5,2.25,3.0,3.2,2.25,3.1,3.3
2017/2018,2018-02-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Barcelona B,1,2,A,1,0,H,2.12,3.46,3.71,2.0,3.29,3.79,2.1,3.25,3.3,2.05,3.3,3.7
2017/2018,2018-02-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Sevilla B,Huesca,0,1,A,0,0,D,3.59,3.37,2.2,3.5,3.2,2.14,3.3,3.1,2.15,3.6,3.2,2.15
2017/2018,2018-02-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Lorca,Almeria,1,2,A,1,0,H,2.49,3.09,3.27,2.37,3.0,3.25,2.3,3.0,3.1,2.35,3.0,3.3
2017/2018,2018-01-27 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Real Madrid,1,4,A,0,2,A,4.79,4.53,1.68,5.0,4.33,1.61,4.5,4.33,1.67,4.75,4.5,1.62
2017/2018,2018-01-21 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Celta,1,2,A,1,1,D,1.9,3.95,4.06,1.85,3.89,4.0,1.85,3.75,3.8,1.85,3.8,4.0
2017/2018,2018-01-21 00:00:00,SP1,Spain,La Liga Primera Division,,Betis,Barcelona,0,5,A,0,0,D,9.2,6.1,1.33,10.0,6.0,1.28,9.0,5.75,1.3,9.0,5.75,1.3
2017/2018,2018-01-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Tenerife,Barcelona B,1,3,A,0,3,A,1.82,3.63,4.87,1.75,3.29,5.25,1.8,3.3,4.33,1.75,3.5,5.0
2017/2018,2018-01-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Reus Deportiu,1,2,A,0,1,A,2.31,2.98,3.81,2.2,2.79,4.0,2.25,2.9,3.3,2.15,3.0,3.8
2017/2018,2018-01-20 00:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Sevilla,0,3,A,0,2,A,2.78,3.31,2.76,2.75,3.2,2.7,2.7,3.2,2.62,2.8,3.3,2.55
2017/2018,2018-01-20 00:00:00,SP2,Spain,La Liga Segunda Division,,Lorca,Huesca,2,3,A,2,1,H,3.32,3.08,2.48,3.25,3.0,2.37,3.0,3.0,2.35,3.2,2.95,2.45
2017/2018,2018-01-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Osasuna,Gimnastic,0,2,A,0,1,A,1.65,3.59,6.99,1.61,3.6,6.0,,,,1.6,3.6,6.0
2017/2018,2018-01-14 00:00:00,SP2,Spain,La Liga Segunda Division,,Sevilla B,Osasuna,0,1,A,0,0,D,3.4,3.1,2.45,3.39,2.89,2.37,3.1,3.0,2.35,3.1,3.0,2.45
