FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
1997,2450502.5,54,,4.0,Campfire,,,,3.0,B,32.53958,-94.64375,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
1997,2450725.5,277,,4.0,Campfire,,,,3.0,B,32.64791,-94.28125,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
1998,2450906.5,93,,4.0,Campfire,,,,20.0,C,31.46875,-95.56458,14.0,MISSING/NOT SPECIFIED,TX,Houston,225,Houston
1998,2450904.5,91,,4.0,Campfire,,,,5.0,B,31.51458,-95.56458,14.0,MISSING/NOT SPECIFIED,TX,Houston,225,Houston
1998,2450922.5,109,,4.0,Campfire,,,,1.0,B,32.15625,-95.62292,14.0,MISSING/NOT SPECIFIED,TX,Henderson,213,Henderson
1998,2450915.5,102,,4.0,Campfire,,,,5.0,B,31.14375,-94.16875,14.0,MISSING/NOT SPECIFIED,TX,San Augustine,405,San Augustine
1998,2450966.5,153,,4.0,Campfire,,,,2.0,B,31.89792,-95.22292,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
1998,2451026.5,213,,4.0,Campfire,,,,160.0,D,31.91042,-94.13958,14.0,MISSING/NOT SPECIFIED,TX,Shelby,419,Shelby
1998,2451006.5,193,,4.0,Campfire,,,,4.0,B,32.46041,-94.78125,14.0,MISSING/NOT SPECIFIED,TX,Gregg,183,Gregg
1998,2450991.5,178,,4.0,Campfire,,,,5.0,B,32.37708,-94.89375,14.0,MISSING/NOT SPECIFIED,TX,Gregg,183,Gregg
1998,2451062.5,249,,4.0,Campfire,,,,2.0,B,32.88958,-95.12292,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
1998,2450922.5,109,,4.0,Campfire,,,,4.0,B,32.81875,-94.87292,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
1998,2450945.5,132,,4.0,Campfire,,,,21.0,C,32.48958,-94.37708,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
1998,2450907.5,94,,4.0,Campfire,,,,2.0,B,32.65625,-94.29791,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
1998,2450966.5,153,,4.0,Campfire,,,,1.0,B,32.51458,-94.53125,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
1998,2450963.5,150,,4.0,Campfire,,,,1.0,B,32.68686,-95.00625,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
1998,2450946.5,133,,4.0,Campfire,,,,3.0,B,31.11042,-94.03542,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
1998,2450910.5,97,,4.0,Campfire,,,,2.0,B,29.96458,-97.31458,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
1998,2450986.5,173,,4.0,Campfire,,,,40.0,C,30.58958,-96.56875,14.0,MISSING/NOT SPECIFIED,TX,Brazos,041,Brazos
1998,2451024.5,211,,4.0,Campfire,,,,25.0,C,30.27708,-97.46458,14.0,MISSING/NOT SPECIFIED,TX,Travis,453,Travis
1999,2451504.5,326,,4.0,Campfire,,,,20.0,C,31.23944,-95.96861,14.0,MISSING/NOT SPECIFIED,TX,Leon,289,Leon
1999,2451196.5,18,,4.0,Campfire,,,,1.0,B,31.80208,-95.31458,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
1999,2451433.5,255,,4.0,Campfire,,,,15.0,C,31.62708,-94.75208,14.0,MISSING/NOT SPECIFIED,TX,Nacogdoches,347,Nacogdoches
1999,2451434.5,256,,4.0,Campfire,,,,2.0,B,31.73958,-94.81875,14.0,MISSING/NOT SPECIFIED,TX,Nacogdoches,347,Nacogdoches
1999,2451440.5,262,,4.0,Campfire,,,,1.0,B,31.93958,-95.01458,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
1999,2451432.5,254,,4.0,Campfire,,,,15.0,C,31.81458,-95.07709,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
1999,2451513.5,335,,4.0,Campfire,,,,12.0,C,32.29792,-94.95625,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
1999,2451509.5,331,,4.0,Campfire,,,,35.0,C,31.66458,-95.38958,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
1999,2451232.5,54,,4.0,Campfire,,,,2.0,B,31.87292,-94.98541,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
1999,2451540.5,362,,4.0,Campfire,,,,8.0,B,33.49936,-94.68542,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
1999,2451539.5,361,,4.0,Campfire,,,,5.0,B,32.97708,-94.18958,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
1999,2451512.5,334,,4.0,Campfire,,,,3.0,B,33.14375,-95.01875,14.0,MISSING/NOT SPECIFIED,TX,Titus,449,Titus
1999,2451511.5,333,,4.0,Campfire,,,,3.0,B,33.41042,-95.09375,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
1999,2451456.5,278,,4.0,Campfire,,,,2.0,B,33.67292,-94.95625,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
1999,2451453.5,275,,4.0,Campfire,,,,3.0,B,33.04375,-94.56875,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
1999,2451440.5,262,,4.0,Campfire,,,,16.0,C,32.56875,-94.94375,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
1999,2451451.5,273,,4.0,Campfire,,,,2.0,B,32.86458,-94.29791,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
1999,2451411.5,233,,4.0,Campfire,,,,3.0,B,32.56042,-94.71042,14.0,MISSING/NOT SPECIFIED,TX,Gregg,183,Gregg
1999,2451416.5,238,,4.0,Campfire,,,,2.0,B,32.66458,-94.21875,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
1999,2451441.5,263,,4.0,Campfire,,,,2.0,B,32.67292,-95.01875,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
1999,2451474.5,296,,4.0,Campfire,,,,1.0,B,33.37292,-94.10208,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
1999,2451244.5,66,,4.0,Campfire,,,,6.0,B,30.16042,-93.84792,14.0,MISSING/NOT SPECIFIED,TX,Orange,361,Orange
1999,2451454.5,276,,4.0,Campfire,,,,4.0,B,31.38542,-94.80209,14.0,MISSING/NOT SPECIFIED,TX,Angelina,005,Angelina
1999,2451444.5,266,,4.0,Campfire,,,,4.0,B,31.39792,-94.51875,14.0,MISSING/NOT SPECIFIED,TX,Angelina,005,Angelina
1999,2451498.5,320,,4.0,Campfire,,,,2.0,B,30.34792,-93.90208,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
1999,2451502.5,324,,4.0,Campfire,,,,80.0,C,29.82278,-97.13528,14.0,MISSING/NOT SPECIFIED,TX,Fayette,149,Fayette
2004,2453183.5,179,,4.0,Campfire,,,,5.0,B,31.67893999,-97.26707001,14.0,MISSING/NOT SPECIFIED,TX,McLennan,309,McLennan
2005,2453653.5,283,,4.0,Campfire,,,,2.0,B,33.02639,-95.18499998,14.0,MISSING/NOT SPECIFIED,TX,Franklin,159,Franklin
2005,2453658.5,288,,4.0,Campfire,,,,20.0,C,32.43332999,-94.39999999,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2005,2453637.5,267,,4.0,Campfire,,,,25.0,C,32.45000002,-94.41666001,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2005,2453661.5,291,,4.0,Campfire,,,,90.0,C,33.84499997,-95.48110998,14.0,MISSING/NOT SPECIFIED,TX,Lamar,277,Lamar
2005,2453624.5,254,,4.0,Campfire,,,,40.0,C,32.55000001,-94.51667001,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2005,2453695.5,325,,4.0,Campfire,,,,15.0,C,33.14832997,-94.55527001,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2005,2453699.5,329,,4.0,Campfire,,,,10.0,C,32.80805998,-94.82111,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
2005,2453698.5,328,,4.0,Campfire,,,,12.0,C,32.64000001,-95.24527999,14.0,MISSING/NOT SPECIFIED,TX,Wood,499,Wood
2005,2453698.5,328,,4.0,Campfire,,,,1.0,B,33.24139001,-94.26305,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2005,2453686.5,316,,4.0,Campfire,,,,3.0,B,33.74027999,-95.11611001,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
2005,2453392.5,22,,4.0,Campfire,,,,30.0,C,32.53332999,-94.63332998,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2005,2453411.5,41,,4.0,Campfire,,,,30.0,C,33.48972001,-94.22139001,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
2005,2453441.5,71,,4.0,Campfire,,,,3.0,B,33.10000001,-94.22194999,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2005,2453441.5,71,,4.0,Campfire,,,,138.0,D,32.81416999,-94.52443998,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
2005,2453504.5,134,,4.0,Campfire,,,,3.0,B,33.09610998,-94.20361,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2005,2453536.5,166,,4.0,Campfire,,,,8.0,B,32.87944001,-94.91889002,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
2005,2453416.5,46,,4.0,Campfire,,,,2.0,B,32.85,-94.26138999,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
2005,2453554.5,184,,4.0,Campfire,,,,45.0,C,33.29193999,-94.39861002,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
2005,2453561.5,191,,4.0,Campfire,,,,3.0,B,33.61194997,-94.56722,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
2005,2453596.5,226,,4.0,Campfire,,,,20.0,C,32.61750001,-94.82416998,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
2005,2453735.5,365,,4.0,Campfire,,,,1.0,B,32.44166998,-94.41471997,14.0,MISSING/NOT SPECIFIED,TX,Harrison,203,Harrison
2005,2453729.5,359,,4.0,Campfire,,,,3.0,B,33.06444999,-94.59083999,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2005,2453447.5,77,,4.0,Campfire,,,,50.0,C,32.19889002,-94.97693999,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2005,2453680.5,310,,4.0,Campfire,,,,2.0,B,32.19416998,-94.38305999,14.0,MISSING/NOT SPECIFIED,TX,Panola,365,Panola
2005,2453666.5,296,,4.0,Campfire,,,,80.0,C,31.89472001,-96.01444,14.0,MISSING/NOT SPECIFIED,TX,Freestone,161,Freestone
2005,2453660.5,290,,4.0,Campfire,,,,45.0,C,31.53971999,-95.51305001,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2005,2453665.5,295,,4.0,Campfire,,,,2.0,B,32.37610997,-94.05305001,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2005,2453714.5,344,,4.0,Campfire,,,,20.0,C,32.15082999,-94.64111,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2005,2453730.5,360,,4.0,Campfire,,,,60.0,C,32.16389001,-94.88834002,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2005,2453730.5,360,,4.0,Campfire,,,,60.0,C,32.08721997,-94.615,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2005,2453730.5,360,,4.0,Campfire,,,,60.0,C,32.51916998,-94.72472,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2005,2453510.5,140,,4.0,Campfire,,,,1.0,B,32.42471997,-95.29999999,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2005,2453730.5,360,,4.0,Campfire,,,,1.0,B,31.20221998,-94.61861,14.0,MISSING/NOT SPECIFIED,TX,Angelina,005,Angelina
2005,2453686.5,316,,4.0,Campfire,,,,1.0,B,30.90472001,-93.55749999,14.0,MISSING/NOT SPECIFIED,TX,Newton,351,Newton
2005,2453555.5,185,,4.0,Campfire,,,,31.0,C,30.37138999,-94.39250001,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2005,2453587.5,217,,4.0,Campfire,,,,45.0,C,30.42360999,-94.37665998,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2005,2453497.5,127,,4.0,Campfire,,,,2.0,B,30.94917,-93.93528001,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2005,2453631.5,261,,4.0,Campfire,,,,8.0,B,30.28111,-94.29777997,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2005,2453664.5,294,,4.0,Campfire,,,,71.0,C,30.20472,-94.91943998,14.0,MISSING/NOT SPECIFIED,TX,Liberty,291,Liberty
2005,2453666.5,296,,4.0,Campfire,,,,250.0,D,30.20249997,-95.82611002,14.0,MISSING/NOT SPECIFIED,TX,Waller,473,Waller
2005,2453630.5,260,,4.0,Campfire,,,,25.0,C,31.12889001,-95.19917,14.0,MISSING/NOT SPECIFIED,TX,Trinity,455,Trinity
2005,2453716.5,346,,4.0,Campfire,,,,3.0,B,30.13861002,-95.38027999,14.0,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery
2005,2453728.5,358,,4.0,Campfire,,,,10.0,C,30.18750001,-95.32971999,14.0,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery
2006,2453913.5,178,,4.0,Campfire,,,,1.0,B,32.91226002,-94.55137998,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2006,2453926.5,191,,4.0,Campfire,,,,1.0,B,32.91627999,-94.54991,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2006,2453930.5,195,,4.0,Campfire,,,,10.0,C,31.66889001,-95.72586001,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2006,2453953.5,218,,4.0,Campfire,,,,12.0,C,30.64194001,-99.25944999,14.0,MISSING/NOT SPECIFIED,TX,Mason,319,Mason
2006,2453959.5,224,,4.0,Campfire,,,,16.0,C,32.61241999,-94.87427998,14.0,MISSING/NOT SPECIFIED,TX,Upshur,459,Upshur
2006,2453901.5,166,,4.0,Campfire,,,,25.0,C,32.45622,-95.48272,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2006,2453803.5,68,,4.0,Campfire,,,,20.0,C,32.84266998,-94.37316001,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
2006,2453811.5,76,,4.0,Campfire,,,,5.0,B,32.3155,-94.34142997,14.0,MISSING/NOT SPECIFIED,TX,Panola,365,Panola
2006,2453820.5,85,,4.0,Campfire,,,,3.0,B,32.23528,-95.10749999,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2006,2453834.5,99,,4.0,Campfire,,,,2.0,B,30.19075002,-95.69133001,14.0,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery
2006,2453743.5,8,,4.0,Campfire,,,,12.0,C,32.49361,-94.89082997,14.0,MISSING/NOT SPECIFIED,TX,Gregg,183,Gregg
2006,2453753.5,18,,4.0,Campfire,,,,6.0,B,33.33082998,-94.95888999,14.0,MISSING/NOT SPECIFIED,TX,Titus,449,Titus
2006,2453783.5,48,,4.0,Campfire,,,,2.0,B,33.59082999,-95.19416998,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
2006,2453742.5,7,,4.0,Campfire,,,,1.0,B,30.61888999,-93.81860999,14.0,MISSING/NOT SPECIFIED,TX,Newton,351,Newton
2006,2453750.5,15,,4.0,Campfire,,,,2.0,B,30.51388997,-94.02444,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2006,2453738.5,3,,4.0,Campfire,,,,160.0,D,30.28610998,-95.80722002,14.0,MISSING/NOT SPECIFIED,TX,Grimes,185,Grimes
2006,2453736.5,1,,4.0,Campfire,,,,200.0,D,30.90360997,-99.89806002,14.0,MISSING/NOT SPECIFIED,TX,Menard,327,Menard
2006,2453749.5,14,,4.0,Campfire,,,,1.0,B,30.08721997,-97.29611001,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2006,2453743.5,8,,4.0,Campfire,,,,138.0,D,29.73971998,-96.20471998,14.0,MISSING/NOT SPECIFIED,TX,Austin,015,Austin
2006,2453987.5,252,,4.0,Campfire,,,,4.0,B,32.92894,-94.06021997,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2006,2454002.5,267,,4.0,Campfire,,,,1.0,B,32.34239997,-95.24786,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2006,2454014.5,279,,4.0,Campfire,,,,2.0,B,32.77149999,-94.17543998,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
2006,2454015.5,280,,4.0,Campfire,,,,2.0,B,32.95366998,-94.70081001,14.0,MISSING/NOT SPECIFIED,TX,Morris,343,Morris
2006,2453743.5,8,,4.0,Campfire,,,,5.0,B,30.81861,-93.78527999,14.0,MISSING/NOT SPECIFIED,TX,Newton,351,Newton
2006,2454066.5,331,,4.0,Campfire,,,,6.0,B,30.09971998,-97.29304997,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2006,2454057.5,322,,4.0,Campfire,,,,12.0,C,32.29756999,-95.59503998,14.0,MISSING/NOT SPECIFIED,TX,Henderson,213,Henderson
2006,2453843.5,108,,4.0,Campfire,,,,7.0,B,30.15455001,-95.23914001,14.0,MISSING/NOT SPECIFIED,TX,Montgomery,339,Montgomery
2006,2453871.5,136,,4.0,Campfire,,,,10919.0,G,27.89883,-98.95071,14.0,MISSING/NOT SPECIFIED,TX,Webb,479,Webb
2006,2453876.5,141,,4.0,Campfire,,,,3.0,B,32.22228001,-94.34798998,14.0,MISSING/NOT SPECIFIED,TX,Panola,365,Panola
2006,2453762.5,27,,4.0,Campfire,,,,30.0,C,31.788,-95.24667001,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
2007,2454149.5,49,,4.0,Campfire,,,,15.0,C,29.79222001,-97.26971997,14.0,MISSING/NOT SPECIFIED,TX,Fayette,149,Fayette
2007,2454162.5,62,,4.0,Campfire,,,,25.0,C,33.39582997,-94.32750002,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
2007,2454130.5,30,,4.0,Campfire,,,,3.0,B,33.32435999,-94.44946001,14.0,MISSING/NOT SPECIFIED,TX,Bowie,037,Bowie
2005,2453653.5,283,,4.0,Campfire,,,,1.0,B,30.15704997,-95.50723999,14.0,MISSING/NOT SPECIFIED,TX,Grimes,185,Grimes
2005,2453672.5,302,,4.0,Campfire,,,,4.0,B,31.67535,-97.28416002,14.0,MISSING/NOT SPECIFIED,TX,McLennan,309,McLennan
2005,2453669.5,299,,4.0,Campfire,,,,1.0,B,32.68810998,-95.18957002,14.0,MISSING/NOT SPECIFIED,TX,Wood,499,Wood
2005,2453676.5,306,,4.0,Campfire,,,,1.0,B,30.16268001,-95.51396001,14.0,MISSING/NOT SPECIFIED,TX,Grimes,185,Grimes
2005,2453672.5,302,,4.0,Campfire,,,,5.0,B,30.07489999,-97.24020001,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2005,2453679.5,309,,4.0,Campfire,,,,4.0,B,31.39783001,-98.94817001,14.0,MISSING/NOT SPECIFIED,TX,San Saba,411,San Saba
2005,2453697.5,327,,4.0,Campfire,,,,1.0,B,33.24118997,-94.31123001,14.0,MISSING/NOT SPECIFIED,TX,Cass,067,Cass
2005,2453702.5,332,,4.0,Campfire,,,,1.0,B,31.64270001,-96.28616,14.0,MISSING/NOT SPECIFIED,TX,Freestone,161,Freestone
2005,2453575.5,205,,4.0,Campfire,,,,3.0,B,31.61540998,-100.26589998,14.0,MISSING/NOT SPECIFIED,TX,Tom Green,451,Tom Green
2005,2453575.5,205,,4.0,Campfire,,,,6.0,B,31.48279001,-100.2818,14.0,MISSING/NOT SPECIFIED,TX,Tom Green,451,Tom Green
2005,2453705.5,335,,4.0,Campfire,,,,1.0,B,32.91300001,-94.73553999,14.0,MISSING/NOT SPECIFIED,TX,Morris,343,Morris
2005,2453483.5,113,,4.0,Campfire,,,,15.0,C,33.08953,-95.25670998,14.0,MISSING/NOT SPECIFIED,TX,Franklin,159,Franklin
2005,2453663.5,293,,4.0,Campfire,,,,1.0,B,32.97353998,-96.43727,14.0,MISSING/NOT SPECIFIED,TX,Rockwall,397,Rockwall
2005,2453553.5,183,,4.0,Campfire,,,,1.0,B,29.54222,-94.40621997,14.0,MISSING/NOT SPECIFIED,TX,Galveston,167,Galveston
2005,2453730.5,360,,4.0,Campfire,,,,5.0,B,32.05435999,-98.02493002,14.0,MISSING/NOT SPECIFIED,TX,Erath,143,Erath
2005,2453672.5,302,,4.0,Campfire,,,,5.0,B,32.59720998,-99.10101997,14.0,MISSING/NOT SPECIFIED,TX,Shackelford,417,Shackelford
2005,2453706.5,336,,4.0,Campfire,,,,1.0,B,32.91232001,-94.73533,14.0,MISSING/NOT SPECIFIED,TX,Camp,063,Camp
2005,2453560.5,190,,4.0,Campfire,,,,55.0,C,31.514,-99.94309999,14.0,MISSING/NOT SPECIFIED,TX,Concho,095,Concho
2005,2453692.5,322,,4.0,Campfire,,,,1.0,B,29.21144001,-97.97563001,14.0,MISSING/NOT SPECIFIED,TX,Wilson,493,Wilson
2005,2453730.5,360,,4.0,Campfire,,,,1.0,B,33.27491999,-96.75618,14.0,MISSING/NOT SPECIFIED,TX,Collin,085,Collin
2005,2453714.5,344,,4.0,Campfire,,,,100.0,D,30.98811002,-98.09372998,14.0,MISSING/NOT SPECIFIED,TX,Burnet,053,Burnet
2005,2453735.5,365,,4.0,Campfire,,,,25.0,C,31.35474998,-97.92612002,14.0,MISSING/NOT SPECIFIED,TX,Coryell,099,Coryell
2005,2453735.5,365,,4.0,Campfire,,,,1.0,B,31.31838002,-95.86551,14.0,MISSING/NOT SPECIFIED,TX,Leon,289,Leon
2005,2453735.5,365,,4.0,Campfire,,,,1.0,B,31.24605001,-96.08085999,14.0,MISSING/NOT SPECIFIED,TX,Leon,289,Leon
2005,2453735.5,365,,4.0,Campfire,,,,1.0,B,29.29860998,-98.20778001,14.0,MISSING/NOT SPECIFIED,TX,Wilson,493,Wilson
2005,2453730.5,360,,4.0,Campfire,,,,2.0,B,32.17819997,-101.01479999,14.0,MISSING/NOT SPECIFIED,TX,Mitchell,335,Mitchell
2005,2453721.5,351,,4.0,Campfire,,,,1.0,B,30.28783002,-97.25506999,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2005,2453732.5,362,,4.0,Campfire,,,,20.0,C,31.45174998,-98.36443,14.0,MISSING/NOT SPECIFIED,TX,Mills,333,Mills
2005,2453533.5,163,,4.0,Campfire,,,,2.0,B,33.40222998,-96.62482002,14.0,MISSING/NOT SPECIFIED,TX,Grayson,181,Grayson
2005,2453733.5,363,,4.0,Campfire,,,,2.0,B,29.65173001,-97.41889999,14.0,MISSING/NOT SPECIFIED,TX,Gonzales,177,Gonzales
2005,2453714.5,344,,4.0,Campfire,,,,1.0,B,32.71836999,-99.28792001,14.0,MISSING/NOT SPECIFIED,TX,Shackelford,417,Shackelford
2005,2453411.5,41,,4.0,Campfire,,,,1.0,B,32.72834001,-99.29669999,14.0,MISSING/NOT SPECIFIED,TX,Shackelford,417,Shackelford
2005,2453729.5,359,,4.0,Campfire,,,,15.0,C,29.20729001,-98.13586998,14.0,MISSING/NOT SPECIFIED,TX,Wilson,493,Wilson
2005,2453693.5,323,,4.0,Campfire,,,,2.0,B,32.11242997,-99.05975,14.0,MISSING/NOT SPECIFIED,TX,Callahan,059,Callahan
2005,2453538.5,168,,4.0,Campfire,,,,1.0,B,32.79812998,-94.64258998,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
2005,2453546.5,176,,4.0,Campfire,,,,10.0,C,34.22951001,-100.06889999,14.0,MISSING/NOT SPECIFIED,TX,Cottle,101,Cottle
2005,2453723.5,353,,4.0,Campfire,,,,1.0,B,33.50145,-95.09996998,14.0,MISSING/NOT SPECIFIED,TX,Red River,387,Red River
2005,2453706.5,336,,4.0,Campfire,,,,40.0,C,32.03123002,-98.71252999,14.0,MISSING/NOT SPECIFIED,TX,Comanche,093,Comanche
2005,2453733.5,363,,4.0,Campfire,,,,1.0,B,32.52520999,-96.88596999,14.0,MISSING/NOT SPECIFIED,TX,Ellis,139,Ellis
2005,2453735.5,365,,4.0,Campfire,,,,3.0,B,32.50818998,-96.92478998,14.0,MISSING/NOT SPECIFIED,TX,Ellis,139,Ellis
2005,2453561.5,191,,4.0,Campfire,,,,7.0,B,29.67319998,-98.04989,14.0,MISSING/NOT SPECIFIED,TX,Guadalupe,187,Guadalupe
2005,2453730.5,360,,4.0,Campfire,,,,3.0,B,31.61907001,-95.59135999,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2005,2453735.5,365,,4.0,Campfire,,,,5.0,B,32.79988,-94.27288998,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
2005,2453733.5,363,,4.0,Campfire,,,,1.0,B,30.70374002,-96.29304997,14.0,MISSING/NOT SPECIFIED,TX,Brazos,041,Brazos
2005,2453735.5,365,,4.0,Campfire,,,,20.0,C,33.19544998,-102.284,14.0,MISSING/NOT SPECIFIED,TX,Terry,445,Terry
2005,2453392.5,22,,4.0,Campfire,,,,2.0,B,31.63802,-96.29821,14.0,MISSING/NOT SPECIFIED,TX,Freestone,161,Freestone
2005,2453511.5,141,,4.0,Campfire,,,,1.0,B,30.15502998,-98.05151999,14.0,MISSING/NOT SPECIFIED,TX,Hays,209,Hays
2005,2453443.5,73,,4.0,Campfire,,,,1.0,B,32.71328001,-95.19679997,14.0,MISSING/NOT SPECIFIED,TX,Wood,499,Wood
2005,2453512.5,142,,4.0,Campfire,,,,1.0,B,32.74112,-95.28492998,14.0,MISSING/NOT SPECIFIED,TX,Wood,499,Wood
2005,2453606.5,236,,4.0,Campfire,,,,800.0,E,28.48711999,-99.91988002,14.0,MISSING/NOT SPECIFIED,TX,Dimmit,127,Dimmit
2005,2453628.5,258,,4.0,Campfire,,,,1.0,B,32.42579999,-94.71600001,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2005,2453636.5,266,,4.0,Campfire,,,,2.0,B,30.21584999,-99.00401002,14.0,MISSING/NOT SPECIFIED,TX,Gillespie,171,Gillespie
2005,2453626.5,256,,4.0,Campfire,,,,2.0,B,31.19683,-98.90714,14.0,MISSING/NOT SPECIFIED,TX,San Saba,411,San Saba
2005,2453650.5,280,,4.0,Campfire,,,,5.0,B,29.85128,-100.94879998,14.0,MISSING/NOT SPECIFIED,TX,Val Verde,465,Val Verde
2005,2453636.5,266,,4.0,Campfire,,,,6.0,B,33.32917999,-96.02324,14.0,MISSING/NOT SPECIFIED,TX,Hunt,231,Hunt
2005,2453571.5,201,,4.0,Campfire,,,,1.0,B,32.40585999,-96.18228998,14.0,MISSING/NOT SPECIFIED,TX,Kaufman,257,Kaufman
