Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2018,2018-11-10 05:00:00,IPN,Japan,J-League,,Kobe,Sagan Tosu,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-10 03:00:00,MEX,Mexico,Liga MX,,Atlas,Pachuca,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-10 00:00:00,P1,Portugal,Liga I,,Belenenses,Boavista,0,0,D,0,0,D,2.28,3.26,3.5,2.25,3.2,3.25,,,,2.3,3.1,3.2
2018/2019,2018-11-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Las Palmas,0,0,D,0,0,D,2.63,3.1,3.01,2.5,3.0,3.0,,,,2.6,3.0,2.9
2018/2019,2018-11-10 00:00:00,SP1,Spain,La Liga Primera Division,,Valladolid,Eibar,0,0,D,0,0,D,2.43,3.29,3.24,2.3,3.3,3.25,,,,2.3,3.25,3.25
2018/2019,2018-11-10 00:00:00,SP1,Spain,La Liga Primera Division,,Girona,Leganes,0,0,D,0,0,D,2.23,3.27,3.69,2.04,3.2,3.75,,,,2.15,3.2,3.7
2018/2019,2018-11-10 00:00:00,E1,England,Championship,O Langford,Nott'm Forest,Stoke,0,0,D,0,0,D,2.64,3.27,2.93,2.6,3.3,3.0,,,,2.4,3.25,2.95
2018/2019,2018-11-10 00:00:00,E0,England,Premier League,M Dean,Leicester,Burnley,0,0,D,0,0,D,1.49,4.45,7.95,1.5,4.33,8.0,,,,1.48,4.33,7.0
2018/2019,2018-11-09 22:00:00,ARG,Argentina,Primera Division,,Talleres Cordoba,Aldosivi,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-09 00:00:00,F2,France,Division 2,,Auxerre,Niort,0,0,D,0,0,D,1.88,3.25,5.09,1.83,3.3,4.75,,,,1.91,3.1,4.25
2018/2019,2018-11-09 00:00:00,D2,Germany,Bundesliga 2,,Sandhausen,Duisburg,0,0,D,0,0,D,2.17,3.35,3.66,2.1,3.3,3.5,,,,2.1,3.25,3.6
2018/2019,2018-11-09 00:00:00,E1,England,Championship,A Madley,Sheffield United,Sheffield Weds,0,0,D,0,0,D,1.5,4.4,7.24,1.53,4.33,7.0,,,,1.5,4.33,7.0
2018/2019,2018-11-09 00:00:00,F1,France,Le Championnat,,Lille,Strasbourg,0,0,D,0,0,D,1.74,3.76,5.36,1.72,3.75,5.0,,,,1.75,3.6,5.0
2018/2019,2018-11-06 00:00:00,E3,England,League 2,O Yates,Notts County,Oldham,0,0,D,0,0,D,2.82,3.42,2.61,2.87,3.4,2.62,,,,2.7,3.25,2.55
2018/2019,2018-11-05 16:00:00,ROU,Romania,Liga 1,,Concordia,Gaz Metan Medias,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-05 00:00:00,MEX,Mexico,Liga MX,,Atlas,Club Leon,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-05 00:00:00,T1,Turkey,Futbol Ligi 1,,Sivasspor,Konyaspor,0,0,D,0,0,D,2.58,3.11,3.06,2.37,3.1,3.1,,,,2.4,3.2,2.85
2018,2018-11-04 17:00:00,NOR,Norway,Eliteserien,,Valerenga,Sarpsborg 08,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-11-04 16:30:00,SWE,Sweden,Allsvenskan,,AIK,Sundsvall,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-04 00:00:00,I1,Italy,Serie A,,Parma,Frosinone,0,0,D,0,0,D,1.97,3.37,4.48,1.95,3.5,4.0,,,,1.91,3.3,4.4
2018/2019,2018-11-04 00:00:00,G1,Greece,Ethniki Katigoria,,OFI Crete,Apollon,0,0,D,0,0,D,1.75,3.51,5.34,1.64,3.4,6.0,,,,1.75,3.5,5.25
2018/2019,2018-11-04 00:00:00,G1,Greece,Ethniki Katigoria,,Giannina,Lamia,0,0,D,0,0,D,2.02,3.14,4.41,2.0,3.1,4.2,,,,2.0,3.25,4.1
2018/2019,2018-11-04 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Sevilla,0,0,D,0,0,D,2.76,3.61,2.6,2.75,3.5,2.45,,,,2.85,3.5,2.4
2018/2019,2018-11-03 14:30:00,POL,Poland,Ekstraklasa,,Cracovia,Legnica,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-03 13:30:00,RUS,Russia,Premier League,,Dynamo Moscow,CSKA Moscow,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-03 00:00:00,E1,England,Championship,R Jones,Stoke,Middlesbrough,0,0,D,0,0,D,2.56,3.11,3.19,2.54,3.2,3.1,,,,2.45,3.1,3.0
2018/2019,2018-11-03 00:00:00,SC3,Scotland,Division 3,B Cook,Queens Park,Annan Athletic,0,0,D,0,0,D,2.47,3.57,2.8,2.4,3.4,2.8,,,,2.4,3.25,2.6
2018/2019,2018-11-03 00:00:00,EC,England,Conference,J Johnson,Solihull,Boreham Wood,0,0,D,0,0,D,2.35,3.35,3.2,2.3,3.3,3.1,,,,2.2,3.1,3.2
2018/2019,2018-11-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Reus Deportiu,Lugo,0,0,D,0,0,D,2.5,2.8,3.61,2.35,2.8,3.5,,,,2.4,2.9,3.3
2018/2019,2018-11-03 00:00:00,P1,Portugal,Liga I,,Boavista,Guimaraes,0,0,D,0,0,D,2.88,3.22,2.68,2.8,3.1,2.6,,,,2.65,3.2,2.65
2018/2019,2018-11-03 00:00:00,E2,England,League 1,O Yates,Rochdale,Luton,0,0,D,0,0,D,3.1,3.55,2.31,3.2,3.6,2.3,,,,3.1,3.4,2.2
2018/2019,2018-11-03 00:00:00,G1,Greece,Ethniki Katigoria,,Panathinaikos,AEK,0,0,D,0,0,D,3.76,3.16,2.19,4.0,3.2,2.0,,,,3.8,3.2,2.1
2018/2019,2018-11-03 00:00:00,I2,Italy,Serie B,,Padova,Cittadella,0,0,D,0,0,D,2.89,2.92,2.9,2.7,2.87,2.9,,,,2.65,2.85,3.0
2018,2018-11-02 11:35:00,CHN,China,Super League,,Tianjin Quanjian,Beijing Guoan,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-11-02 10:00:00,IPN,Japan,J-League,,Shonan,Shimizu,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-11-02 00:00:00,F2,France,Division 2,,Paris FC,Sochaux,0,0,D,0,0,D,2.01,3.14,4.59,1.9,3.0,4.75,,,,2.0,3.0,4.0
2018,2018-10-31 12:00:00,FIN,Finland,Veikkausliiga,,KPV Kokkola,TPS,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-31 00:00:00,SC0,Scotland,Premier League,A Dallas,Hearts,Hibernian,0,0,D,0,0,D,2.58,3.33,2.92,2.5,3.2,2.87,,,,2.45,3.2,2.85
2018,2018-10-30 18:00:00,SWE,Sweden,Allsvenskan,,Elfsborg,Dalkurd,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-30 00:00:00,EC,England,Conference,J Smith,Solihull,Halifax,0,0,D,0,0,D,1.66,4.02,5.37,1.6,4.2,5.0,,,,1.65,3.5,5.0
2018/2019,2018-10-29 19:00:00,ROU,Romania,Liga 1,,Concordia,Din. Bucuresti,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-28 20:30:00,USA,USA,MLS,,Chicago Fire,DC United,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-28 14:00:00,SWE,Sweden,Allsvenskan,,Hammarby,Kalmar,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-28 13:30:00,RUS,Russia,Premier League,,Akhmat Grozny,Dynamo Moscow,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-28 12:00:00,ROU,Romania,Liga 1,,Calarasi,Gaz Metan Medias,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-28 02:00:00,MEX,Mexico,Liga MX,,Cruz Azul,Club America,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-28 00:30:00,ARG,Argentina,Primera Division,,Talleres Cordoba,San Martin T.,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-28 00:00:00,D1,Germany,Bundesliga 1,,RB Leipzig,Schalke 04,0,0,D,0,0,D,1.85,3.8,4.45,1.75,3.6,4.75,,,,1.85,3.5,4.4
2018/2019,2018-10-28 00:00:00,D2,Germany,Bundesliga 2,,Union Berlin,Dresden,0,0,D,0,0,D,1.78,3.8,4.59,1.75,3.75,4.5,,,,1.75,3.75,4.6
2018/2019,2018-10-27 16:00:00,AUT,Greece,Bundesliga,,Wacker Innsbruck,Austria Vienna,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-27 00:00:00,B1,Belgium,Jupiler League,,Lokeren,Oostende,0,0,D,0,0,D,2.96,3.59,2.38,3.0,3.4,2.3,,,,3.1,3.4,2.3
2018/2019,2018-10-27 00:00:00,G1,Greece,Ethniki Katigoria,,Larisa,OFI Crete,0,0,D,0,0,D,2.17,3.04,4.04,2.1,3.0,4.0,,,,2.1,3.1,4.0
2018/2019,2018-10-27 00:00:00,E0,England,Premier League,C Kavanagh,Southampton,Newcastle,0,0,D,0,0,D,2.14,3.37,3.91,2.1,3.4,3.9,,,,2.1,3.25,3.75
2018/2019,2018-10-27 00:00:00,I2,Italy,Serie B,,Padova,Spezia,0,0,D,0,0,D,2.53,2.99,3.25,2.5,3.0,3.1,,,,2.4,2.95,3.25
2018/2019,2018-10-27 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,Valencia,0,0,D,0,0,D,2.69,3.23,2.91,2.5,3.3,2.87,,,,2.55,3.3,2.85
2018/2019,2018-10-27 00:00:00,SC1,Scotland,Division 1,M Roncone,Alloa,Inverness C,0,0,D,0,0,D,3.71,3.49,2.07,3.75,3.3,2.0,,,,3.25,3.3,2.0
2018/2019,2018-10-26 18:00:00,DNK,Denmark,Superliga,,Sonderjyske,Odense,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-26 00:00:00,F2,France,Division 2,,Lorient,Metz,0,0,D,0,0,D,2.67,3.22,2.9,2.62,3.1,2.75,,,,2.6,3.0,2.75
2018/2019,2018-10-26 00:00:00,SP2,Spain,La Liga Segunda Division,,Sp Gijon,Cordoba,0,0,D,0,0,D,1.58,3.91,6.74,1.53,3.75,7.0,,,,1.6,3.75,6.0
2018/2019,2018-10-23 00:00:00,E1,England,Championship,D Bond,Middlesbrough,Rotherham,0,0,D,0,0,D,1.42,4.51,9.57,1.4,4.8,9.5,,,,1.4,4.5,8.25
2018/2019,2018-10-23 00:00:00,E3,England,League 2,C Breakspear,Stevenage,Port Vale,0,0,D,0,0,D,2.26,3.2,3.6,2.25,3.3,3.6,,,,2.15,3.25,3.4
2018/2019,2018-10-22 00:00:00,I1,Italy,Serie A,,Sampdoria,Sassuolo,0,0,D,0,0,D,2.16,3.64,3.47,2.2,3.3,3.4,,,,2.15,3.4,3.4
2018/2019,2018-10-22 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Girona,0,0,D,0,0,D,1.68,4.16,5.12,1.72,3.75,5.0,,,,1.67,4.0,5.0
2018/2019,2018-10-22 00:00:00,T1,Turkey,Futbol Ligi 1,,Trabzonspor,Erzurum BB,0,0,D,0,0,D,1.46,4.67,6.78,1.44,4.33,7.0,,,,1.44,4.25,6.75
2018,2018-10-21 22:00:00,USA,USA,MLS,,San Jose Earthquakes,Colorado Rapids,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-21 17:00:00,NOR,Norway,Eliteserien,,Lillestrom,Rosenborg,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-21 17:00:00,NOR,Norway,Eliteserien,,Ranheim,Bodo/Glimt,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-21 15:00:00,SWZ,Switzerland,Super League,,Sion,Grasshoppers,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-21 14:00:00,SWE,Sweden,Allsvenskan,,Djurgarden,AIK,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-21 13:30:00,AUT,Greece,Bundesliga,,Admira,Wolfsberger AC,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-21 12:35:00,CHN,China,Super League,,Jiangsu Suning,Shanghai SIPG,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-21 08:00:00,IPN,Japan,J-League,,V-Varen Nagasaki,Iwata,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Cadiz,Sp Gijon,0,0,D,0,0,D,2.4,2.85,3.7,2.4,3.0,3.2,,,,2.45,2.9,3.25
2018/2019,2018-10-21 00:00:00,D2,Germany,Bundesliga 2,,Hamburg,Bochum,0,0,D,0,0,D,1.92,3.54,4.25,1.9,3.6,3.8,,,,1.9,3.5,4.0
2018/2019,2018-10-21 00:00:00,D2,Germany,Bundesliga 2,,Paderborn,Union Berlin,0,0,D,0,0,D,2.42,3.33,3.1,2.2,3.4,3.2,,,,2.3,3.4,3.0
2018,2018-10-20 23:00:00,BRA,Brazil,Serie A,,Sao Paulo,Atletico-PR,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-20 21:45:00,ARG,Argentina,Primera Division,,Boca Juniors,Rosario Central,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-20 14:30:00,RUS,Russia,Premier League,,Ufa,Rubin Kazan,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-20 09:30:00,RUS,Russia,Premier League,,Orenburg,Yenisey,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-20 00:00:00,E3,England,League 2,M Donohue,Grimsby,Exeter,0,0,D,0,0,D,3.45,3.36,2.22,3.6,3.5,2.14,,,,3.4,3.3,2.1
2018/2019,2018-10-20 00:00:00,F1,France,Le Championnat,,Caen,Guingamp,0,0,D,0,0,D,2.19,3.32,3.72,2.1,3.25,3.75,,,,2.1,3.2,3.8
2018/2019,2018-10-20 00:00:00,E3,England,League 2,C Sarginson,Yeovil,Tranmere,0,0,D,0,0,D,2.75,3.44,2.62,2.87,3.4,2.6,,,,2.5,3.4,2.65
2018/2019,2018-10-20 00:00:00,E3,England,League 2,A Coggins,Swindon,Mansfield,0,0,D,0,0,D,3.35,3.65,2.18,3.3,3.6,2.25,,,,3.3,3.3,2.15
2018/2019,2018-10-20 00:00:00,B1,Belgium,Jupiler League,,Mouscron,Standard,0,0,D,0,0,D,5.5,4.2,1.6,5.75,4.2,1.53,,,,5.75,4.25,1.55
2018/2019,2018-10-20 00:00:00,E0,England,Premier League,L Probert,Bournemouth,Southampton,0,0,D,0,0,D,2.07,3.67,3.79,2.04,3.7,3.75,,,,2.0,3.5,3.75
2018/2019,2018-10-20 00:00:00,T1,Turkey,Futbol Ligi 1,,Sivasspor,Fenerbahce,0,0,D,0,0,D,3.35,3.48,2.21,3.2,3.4,2.2,,,,3.4,3.4,2.05
2018/2019,2018-10-20 00:00:00,D1,Germany,Bundesliga 1,,Augsburg,RB Leipzig,0,0,D,0,0,D,3.1,3.65,2.33,3.0,3.5,2.3,,,,3.1,3.5,2.25
2018/2019,2018-10-20 00:00:00,E2,England,League 1,T Nield,Bristol Rvs,Oxford,0,0,D,0,0,D,2.54,3.59,2.74,2.5,3.5,2.87,,,,2.45,3.4,2.7
2018/2019,2018-10-19 00:00:00,F2,France,Division 2,,Paris FC,Chateauroux,0,0,D,0,0,D,1.97,3.23,4.61,1.85,3.3,4.5,,,,1.87,3.2,4.33
2018/2019,2018-10-19 00:00:00,F2,France,Division 2,,Clermont,Red Star,0,0,D,0,0,D,1.99,3.19,4.59,1.95,3.2,4.2,,,,1.91,3.1,4.2
2018,2018-10-16 00:00:00,BRA,Brazil,Serie A,,Ceara,Botafogo RJ,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-14 23:00:00,BRA,Brazil,Serie A,,Atletico-MG,America MG,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-14 00:00:00,SP2,Spain,La Liga Segunda Division,,Tenerife,Lugo,0,0,D,0,0,D,1.8,3.38,5.28,1.72,3.3,5.5,,,,1.78,3.3,5.0
2018/2019,2018-10-13 00:00:00,EC,England,Conference,A Quelch,Leyton Orient,Hartlepool,0,0,D,0,0,D,1.77,3.88,4.57,1.72,3.8,4.5,,,,1.7,3.7,4.4
2018/2019,2018-10-07 17:15:00,ARG,Argentina,Primera Division,,Atl. Tucuman,Lanus,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-07 12:00:00,RUS,Russia,Premier League,,Akhmat Grozny,FK Anzi Makhackala,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-10-07 05:00:00,IPN,Japan,J-League,,Kashima,Kawasaki Frontale,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-07 00:00:00,E0,England,Premier League,M Atkinson,Liverpool,Man City,0,0,D,0,0,D,2.56,3.56,2.85,2.54,3.6,2.8,,,,2.5,3.6,2.7
2018/2019,2018-10-07 00:00:00,D1,Germany,Bundesliga 1,,Freiburg,Leverkusen,0,0,D,0,0,D,3.4,3.6,2.2,3.4,3.4,2.14,,,,3.4,3.4,2.15
2018/2019,2018-10-07 00:00:00,T1,Turkey,Futbol Ligi 1,,Fenerbahce,Buyuksehyr,0,0,D,0,0,D,2.49,3.32,3.0,2.37,3.2,3.0,,,,2.25,3.4,2.9
2018/2019,2018-10-06 16:00:00,AUT,Greece,Bundesliga,,St. Polten,Admira,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-06 03:10:00,MEX,Mexico,Liga MX,,Veracruz,Necaxa,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-06 00:00:00,I2,Italy,Serie B,,Cremonese,Salernitana,0,0,D,0,0,D,2.07,3.07,4.35,2.0,3.2,4.0,,,,2.0,3.1,4.25
2018/2019,2018-10-06 00:00:00,SP2,Spain,La Liga Segunda Division,,Las Palmas,Alcorcon,0,0,D,0,0,D,1.94,3.06,5.03,1.9,3.1,4.5,,,,1.87,3.2,4.75
2018/2019,2018-10-06 00:00:00,F1,France,Le Championnat,,Nimes,Reims,0,0,D,0,0,D,2.33,3.33,3.39,2.3,3.3,3.2,,,,2.3,3.25,3.25
2018/2019,2018-10-06 00:00:00,EC,England,Conference,J Hull,Chesterfield,Fylde,0,0,D,0,0,D,3.06,3.49,2.36,3.0,3.3,2.37,,,,2.9,3.2,2.3
2018/2019,2018-10-06 00:00:00,E2,England,League 1,C Hicks,Southend,Oxford,0,0,D,0,0,D,1.82,3.77,4.43,1.85,3.75,4.5,,,,1.83,3.7,4.0
2018/2019,2018-10-06 00:00:00,D1,Germany,Bundesliga 1,,Mainz,Hertha,0,0,D,0,0,D,2.84,3.35,2.68,2.7,3.2,2.7,,,,2.8,3.2,2.6
2018,2018-10-05 19:45:00,IRI,Ireland,Premier Division,,Shamrock Rovers,Cork City,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-05 00:00:00,P1,Portugal,Liga I,,Feirense,Belenenses,0,0,D,0,0,D,2.42,3.17,3.38,2.4,3.0,3.2,,,,2.3,3.0,3.3
2018/2019,2018-10-03 00:00:00,E1,England,Championship,G Ward,Rotherham,Bristol City,0,0,D,0,0,D,3.58,3.5,2.17,3.75,3.5,2.1,,,,3.4,3.3,2.15
2018/2019,2018-10-02 00:00:00,E2,England,League 1,G Salisbury,Walsall,Shrewsbury,0,0,D,0,0,D,2.82,3.08,2.84,2.75,3.3,2.8,,,,2.55,3.1,2.8
2018/2019,2018-10-02 00:00:00,E1,England,Championship,J Brooks,Wigan,Swansea,0,0,D,0,0,D,2.09,3.34,4.02,2.04,3.4,4.1,,,,2.0,3.4,3.75
2018/2019,2018-10-02 00:00:00,F2,France,Division 2,,Beziers,Lens,0,0,D,0,0,D,4.67,3.18,1.98,4.0,3.2,2.0,,,,4.25,3.1,1.91
2018/2019,2018-10-02 00:00:00,E3,England,League 2,T Bramall,Mansfield,Oldham,0,0,D,0,0,D,1.93,3.54,4.34,1.9,3.75,4.33,,,,1.83,3.5,4.25
2018/2019,2018-10-02 00:00:00,E3,England,League 2,C Sarginson,Northampton,Bury,0,0,D,0,0,D,2.94,3.53,2.45,3.1,3.5,2.4,,,,2.85,3.3,2.4
2018/2019,2018-10-02 00:00:00,E2,England,League 1,M Donohue,Rochdale,Bristol Rvs,0,0,D,0,0,D,2.35,3.64,3.1,2.35,3.6,3.1,,,,2.25,3.25,3.1
2018/2019,2018-10-01 19:00:00,ROU,Romania,Liga 1,,CFR Cluj,U Craiova,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-10-01 00:00:00,G1,Greece,Ethniki Katigoria,,Lamia,Xanthi,0,0,D,0,0,D,2.83,2.82,3.05,2.54,2.87,3.0,,,,2.7,2.9,3.0
2018,2018-09-30 16:30:00,SWE,Sweden,Allsvenskan,,Malmo FF,Sundsvall,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-30 16:00:00,AUT,Greece,Bundesliga,,LASK,Sturm Graz,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-30 15:00:00,SWZ,Switzerland,Super League,,Zurich,Xamax,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-30 13:00:00,DNK,Denmark,Superliga,,Esbjerg,Aarhus,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-30 03:30:00,USA,USA,MLS,,Portland Timbers,FC Dallas,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-30 01:00:00,BRA,Brazil,Serie A,,Bahia,Flamengo RJ,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-30 00:30:00,USA,USA,MLS,,Columbus Crew,Philadelphia Union,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-30 00:00:00,D2,Germany,Bundesliga 2,,Hamburg,St Pauli,0,0,D,0,0,D,1.88,3.46,4.52,1.83,3.75,4.0,,,,1.85,3.6,4.2
2018/2019,2018-09-30 00:00:00,SP2,Spain,La Liga Segunda Division,,Osasuna,Numancia,0,0,D,0,0,D,1.98,3.16,4.6,1.95,3.2,4.2,,,,2.0,3.1,4.25
2018/2019,2018-09-30 00:00:00,B1,Belgium,Jupiler League,,Anderlecht,St Truiden,0,0,D,0,0,D,1.5,4.35,6.75,1.44,4.5,6.5,,,,1.45,4.5,7.0
2018/2019,2018-09-30 00:00:00,I2,Italy,Serie B,,Ascoli,Cremonese,0,0,D,0,0,D,2.56,2.97,3.23,2.45,3.0,3.1,,,,2.5,2.95,3.1
2018,2018-09-29 23:00:00,BRA,Brazil,Serie A,,America MG,Corinthians,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-29 13:00:00,FIN,Finland,Veikkausliiga,,Honka,HJK,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-29 00:00:00,SC1,Scotland,Division 1,A Muir,Inverness C,Queen of Sth,0,0,D,0,0,D,2.07,3.58,3.63,2.1,3.4,3.4,,,,1.9,3.25,3.6
2018/2019,2018-09-29 00:00:00,E2,England,League 1,O Yates,Bradford,Bristol Rvs,0,0,D,0,0,D,2.9,3.21,2.62,2.87,3.4,2.6,,,,2.7,3.3,2.5
2018/2019,2018-09-29 00:00:00,F1,France,Le Championnat,,Reims,Bordeaux,0,0,D,0,0,D,2.41,3.26,3.3,2.3,3.25,3.25,,,,2.4,3.1,3.2
2018/2019,2018-09-29 00:00:00,E2,England,League 1,P Wright,Burton,Scunthorpe,0,0,D,0,0,D,1.97,3.68,3.83,1.95,3.6,4.2,,,,1.95,3.4,3.75
2018/2019,2018-09-29 00:00:00,E3,England,League 2,C Hicks,Swindon,Oldham,0,0,D,0,0,D,2.57,3.4,2.83,2.54,3.5,2.87,,,,2.5,3.25,2.75
2018/2019,2018-09-29 00:00:00,SP1,Spain,La Liga Primera Division,,Real Madrid,Ath Madrid,0,0,D,0,0,D,2.11,3.38,3.85,2.0,3.5,3.75,,,,2.1,3.4,3.6
2018/2019,2018-09-28 22:45:00,ARG,Argentina,Primera Division,,Independiente,Tigre,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-28 19:00:00,ROU,Romania,Liga 1,,Din. Bucuresti,Sepsi Sf. Gheorghe,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-28 00:00:00,F2,France,Division 2,,Lens,Paris FC,0,0,D,0,0,D,1.83,3.45,5.05,1.72,3.25,5.5,,,,1.83,3.1,4.75
2018/2019,2018-09-28 00:00:00,F2,France,Division 2,,Nancy,Sochaux,0,0,D,0,0,D,2.35,3.0,3.67,2.25,3.0,3.5,,,,2.3,2.75,3.6
2018/2019,2018-09-27 00:00:00,D2,Germany,Bundesliga 2,,Greuther Furth,Hamburg,0,0,D,0,0,D,3.07,3.58,2.31,3.1,3.4,2.25,,,,3.25,3.3,2.25
2018,2018-09-26 11:30:00,IPN,Japan,J-League,,Shonan,Kawasaki Frontale,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-26 00:00:00,F1,France,Le Championnat,,Nimes,Guingamp,0,0,D,0,0,D,1.95,3.85,3.93,1.95,3.6,3.8,,,,1.95,3.6,3.9
2018/2019,2018-09-26 00:00:00,D1,Germany,Bundesliga 1,,Mainz,Wolfsburg,0,0,D,0,0,D,2.61,3.26,2.95,2.6,3.25,2.8,,,,2.6,3.4,2.7
2018/2019,2018-09-26 00:00:00,I1,Italy,Serie A,,Atalanta,Torino,0,0,D,0,0,D,1.83,3.84,4.52,1.8,3.6,4.5,,,,1.85,3.6,4.25
2018/2019,2018-09-26 00:00:00,I1,Italy,Serie A,,Cagliari,Sampdoria,0,0,D,0,0,D,2.66,3.32,2.84,2.5,3.3,2.87,,,,2.6,3.3,2.75
2018,2018-09-25 18:00:00,SWE,Sweden,Allsvenskan,,Orebro,Sirius,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-25 00:00:00,EC,England,Conference,P Gibbons,Harrogate,Wrexham,0,0,D,0,0,D,2.24,3.43,3.41,2.2,3.25,3.3,,,,2.15,3.2,3.2
2018/2019,2018-09-25 00:00:00,EC,England,Conference,R Welch,Halifax,Fylde,0,0,D,0,0,D,3.19,3.58,2.28,3.2,3.4,2.2,,,,3.2,3.3,2.1
2018/2019,2018-09-24 02:00:00,MEX,Mexico,Liga MX,,U.A.N.L.- Tigres,Monterrey,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-23 15:00:00,ARG,Argentina,Primera Division,,San Martin T.,Argentinos Jrs,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-23 11:00:00,DNK,Denmark,Superliga,,Sonderjyske,Midtjylland,0,0,D,-1,-1,,,,,,,,,,,,,
2018,2018-09-23 00:30:00,USA,USA,MLS,,Orlando City,Houston Dynamo,0,0,D,-1,-1,,,,,,,,,,,,,
2018/2019,2018-09-23 00:00:00,P1,Portugal,Liga I,,Feirense,Nacional,0,0,D,0,0,D,1.99,3.6,3.99,1.95,3.2,4.2,,,,1.95,3.5,3.7
2018/2019,2018-09-23 00:00:00,E0,England,Premier League,M Dean,West Ham,Chelsea,0,0,D,0,0,D,5.72,4.41,1.61,6.0,4.5,1.57,,,,5.75,4.25,1.55
